id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,342,2448,1159225,129,12.9,9.92,86,8.6,3.27,217,21.7,19.84,0.74,0.7,0.59,0.56,13.13,125.78
1,288,1409,475633,127,10.58,9.9,95,7.92,5.85,190,15.83,16.63,0.82,0.83,0.41,0.42,8.44,124.22
2,255,3547,2761624,126,10.5,7.24,93,7.75,3.62,184,15.33,13.79,0.77,0.74,0.44,0.43,12.05,132.09
3,285,6849,8556513,99,9.9,7.84,70,7.0,2.11,179,17.9,17.24,0.78,0.77,0.63,0.61,21.42,146.59
4,319,1036,207553,118,10.73,8.47,77,7.0,4.2,191,17.36,18.85,0.67,0.61,0.48,0.51,6.75,134.78
5,328,2792,2570865,115,9.58,7.32,80,6.67,2.67,201,16.75,17.9,0.71,0.69,0.53,0.48,11.43,125.75
6,306,2718,2878493,127,11.55,8.55,89,8.09,1.97,199,18.09,17.87,0.73,0.72,0.44,0.45,11.42,132.13
7,335,7591,8679526,117,11.7,8.74,91,9.1,4.61,205,20.5,18.12,0.73,0.71,0.49,0.54,5.22,108.72
8,313,710,102504,109,9.91,6.44,80,7.27,2.45,180,16.36,15.62,0.67,0.67,0.47,0.42,5.64,120.48
9,326,3802,3661073,130,10.83,9.2,91,7.58,4.6,228,19.0,20.12,0.82,0.78,0.51,0.49,11.39,114.99
10,452,1614,552591,128,11.64,12.2,76,6.91,4.25,256,23.27,30.8,0.67,0.68,0.53,0.56,7.87,128.12
11,424,10648,12567604,122,11.09,9.86,76,6.91,4.78,248,22.55,25.81,0.74,0.74,0.47,0.54,5.86,125.0
12,387,3358,2740969,138,12.55,10.3,97,8.82,6.03,237,21.55,22.45,0.77,0.75,0.49,0.42,14.27,128.0
13,261,1749,381899,95,10.56,7.42,82,9.11,6.15,165,18.33,14.52,0.72,0.74,0.48,0.56,14.59,98.64
14,453,11670,11039983,153,13.91,12.37,107,9.73,6.65,268,24.36,25.12,0.88,0.91,0.5,0.52,10.19,132.08
15,369,3699,3224655,123,12.3,8.74,106,10.6,11.5,215,21.5,17.24,0.7,0.71,0.48,0.49,7.52,115.82
16,291,5764,5274574,122,12.2,8.46,99,9.9,8.97,193,19.3,12.94,0.73,0.71,0.49,0.46,19.59,113.67
17,374,9116,10013841,131,11.91,9.36,104,9.45,10.56,226,20.55,18.98,0.69,0.73,0.58,0.55,5.4,94.1
18,507,5437,2978586,150,15.0,9.24,115,11.5,8.63,319,31.9,30.78,0.75,0.76,0.45,0.5,5.81,114.23
19,453,5743,4778047,123,11.18,9.26,87,7.91,6.59,258,23.45,28.58,0.77,0.77,0.45,0.5,9.4,122.36
20,558,5289,2384400,128,10.67,8.52,95,7.92,7.25,302,25.17,33.2,0.78,0.82,0.42,0.46,8.82,114.66
21,584,5941,3097717,127,12.7,9.59,92,9.2,7.97,317,31.7,40.31,0.64,0.64,0.49,0.52,10.63,96.07
22,671,7090,4536919,144,14.4,10.35,103,10.3,7.17,366,36.6,44.96,0.72,0.7,0.51,0.57,9.43,112.63
23,499,10557,10560555,125,12.5,8.4,95,9.5,5.99,287,28.7,32.08,0.73,0.73,0.51,0.49,3.74,112.23
24,483,103164,104695170,95,9.5,7.26,76,7.6,8.75,266,26.6,32.87,0.71,0.68,0.52,0.48,12.94,108.33
25,591,12485,13317356,135,12.27,12.43,81,7.36,6.85,357,32.45,51.16,0.71,0.71,0.54,0.56,19.21,102.9
26,615,5967,3661147,135,13.5,11.85,94,9.4,7.06,350,35.0,44.75,0.74,0.74,0.56,0.54,8.7,102.39
27,568,19113,20160195,125,12.5,9.3,83,8.3,7.5,321,32.1,37.28,0.71,0.72,0.47,0.51,19.48,120.04
28,638,9770,9138704,125,11.36,9.72,94,8.55,9.46,319,29.0,39.11,0.78,0.78,0.57,0.57,10.03,107.82
29,1045,14969,10679495,189,15.75,16.72,85,7.08,4.98,542,45.17,64.38,0.68,0.65,0.51,0.51,6.09,118.77
30,937,22533,16543469,155,14.09,13.16,72,6.55,3.01,468,42.55,58.43,0.62,0.6,0.5,0.48,10.94,120.15
31,667,19591,16971044,131,11.91,10.63,56,5.09,1.97,344,31.27,40.56,0.65,0.64,0.54,0.53,9.63,113.66
