id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,457,8412,1995158,95,19.0,22.86,81,16.2,14.52,226,45.2,78.38,0.92,0.9,0.56,0.66,15.57,139.34
1,530,7374,1343983,101,20.2,25.13,108,21.6,22.1,252,50.4,91.63,0.85,0.81,0.43,0.4,9.76,122.92
2,431,7454,1228393,91,15.17,20.68,78,13.0,11.19,223,37.17,72.01,0.87,0.88,0.46,0.45,14.38,151.66
3,409,8503,2737196,88,22.0,25.7,90,22.5,17.97,202,50.5,73.51,0.8,0.82,0.46,0.55,13.36,116.78
4,508,7781,1504209,93,15.5,21.89,83,13.83,15.82,257,42.83,78.44,0.64,0.63,0.47,0.45,9.75,117.02
5,520,9194,2932216,94,18.8,25.02,74,14.8,13.03,265,53.0,89.86,0.8,0.81,0.53,0.6,10.31,130.77
6,515,11507,2193886,93,15.5,24.52,78,13.0,16.46,264,44.0,85.02,0.72,0.68,0.61,0.52,34.52,113.8
7,526,7233,1492253,101,16.83,21.65,100,16.67,17.42,275,45.83,86.01,0.79,0.77,0.41,0.47,13.43,127.19
8,462,7676,2282950,89,14.83,19.97,76,12.67,13.52,242,40.33,75.13,0.83,0.85,0.49,0.59,25.29,141.64
9,524,5988,1345116,95,15.83,20.94,95,15.83,16.95,273,45.5,84.38,0.79,0.76,0.48,0.48,6.93,136.02
10,700,11969,6178609,115,19.17,29.09,81,13.5,13.55,396,66.0,133.48,0.81,0.8,0.4,0.39,7.66,126.59
11,785,105544,71569476,103,20.6,33.28,69,13.8,13.33,389,77.8,154.42,0.81,0.81,0.57,0.48,27.06,128.55
12,647,11971,4132815,103,17.17,26.15,111,18.5,23.48,318,53.0,100.41,0.82,0.84,0.49,0.45,10.28,141.31
13,1180,75045,84656243,156,26.0,38.92,118,19.67,20.65,610,101.67,206.1,0.71,0.61,0.47,0.47,6.9,122.97
14,1592,60037,43095468,195,32.5,56.05,97,16.17,16.41,791,131.83,276.27,0.8,0.8,0.44,0.4,10.38,136.4
15,1573,298256,281436671,153,21.86,37.86,90,12.86,13.06,721,103.0,237.13,0.89,0.9,0.36,0.28,8.16,118.85
16,2122,114031,85977327,190,31.67,49.27,96,16.0,16.31,956,159.33,338.39,0.86,0.86,0.43,0.22,6.9,112.85
17,2662,214394,175531080,228,32.57,57.51,104,14.86,13.78,1231,175.86,404.27,0.91,0.91,0.41,0.44,9.18,123.63
18,2379,286394,266782708,187,31.17,48.83,87,14.5,14.27,1059,176.5,365.21,0.79,0.77,0.3,0.26,5.44,133.85
19,2044,119653,54578424,189,31.5,45.03,106,17.67,15.98,967,161.17,311.64,0.88,0.88,0.55,0.43,12.36,121.63
20,2639,137642,88086418,195,32.5,50.36,120,20.0,20.98,1215,202.5,407.12,0.85,0.85,0.48,0.47,7.78,120.99
21,3029,184157,70036296,240,40.0,63.31,160,26.67,33.77,1387,231.17,460.87,0.86,0.86,0.46,0.33,7.83,120.55
22,2511,228757,221445193,201,33.5,51.07,81,13.5,12.52,1182,197.0,384.35,0.87,0.86,0.37,0.3,17.45,116.16
23,3679,498844,487723752,225,37.5,61.53,133,22.17,22.16,1449,241.5,495.57,0.91,0.9,0.36,0.24,5.5,135.76
24,3017,206108,126846700,228,38.0,56.41,129,21.5,20.25,1398,233.0,418.72,0.81,0.79,0.38,0.32,7.09,122.29
25,2498,283585,193315193,199,33.17,52.13,73,12.17,12.35,1192,198.67,374.86,0.83,0.83,0.5,0.4,6.92,123.53
26,2403,584087,516800978,197,32.83,53.0,88,14.67,14.65,1130,188.33,361.15,0.84,0.82,0.37,0.33,11.66,120.38
27,3211,262755,226121345,236,39.33,65.04,156,26.0,26.95,1399,233.17,465.68,0.88,0.88,0.4,0.38,7.78,120.08
28,2709,456786,419611092,213,35.5,55.72,120,20.0,19.47,1253,208.83,406.06,0.81,0.82,0.41,0.36,11.04,123.78
29,2816,148726,114311219,218,36.33,59.24,94,15.67,13.81,1289,214.83,424.14,0.78,0.77,0.41,0.28,5.79,119.41
30,2654,282956,216977742,221,36.83,56.73,129,21.5,22.47,1255,209.17,398.83,0.78,0.79,0.33,0.26,10.43,115.69
31,2871,273982,222142100,225,37.5,58.44,121,20.17,17.34,1287,214.5,426.89,0.84,0.85,0.54,0.47,7.54,129.91
32,3255,396571,475413092,235,39.17,63.51,196,32.67,48.09,1424,237.33,469.75,0.83,0.84,0.34,0.29,11.96,126.92
