id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,217,2127,948014,57,11.4,8.41,143,28.6,28.58,141,28.2,25.4,0.96,0.98,0.45,0.54,3.53,125.39
1,258,9553,7390628,62,12.4,13.28,103,20.6,18.09,151,30.2,36.55,0.99,1.0,0.37,0.49,3.05,106.03
2,173,1584,933822,52,13.0,9.93,110,27.5,32.3,105,26.25,22.85,0.89,0.94,0.67,0.67,2.73,122.46
3,146,577,94108,67,11.17,9.64,69,11.5,8.46,106,17.67,22.09,0.91,0.94,0.24,0.38,1.34,161.09
4,163,1225,507611,55,11.0,13.62,67,13.4,16.2,112,22.4,30.39,0.83,0.83,0.47,0.54,2.23,113.13
5,183,1299,622949,65,13.0,12.06,91,18.2,17.53,110,22.0,22.96,0.92,0.95,0.43,0.55,1.56,126.62
6,176,2056,1147147,48,9.6,7.77,103,20.6,22.04,122,24.4,26.36,0.95,0.97,0.38,0.62,4.3,135.15
7,205,4075,2851008,53,13.25,7.46,135,33.75,40.03,121,30.25,22.4,0.98,1.0,0.39,0.52,8.06,94.6
8,233,2403,1008273,51,10.2,9.83,153,30.6,44.05,127,25.4,28.14,0.9,0.97,0.57,0.76,5.55,123.42
9,282,3291,1676076,73,12.17,11.05,188,31.33,35.76,148,24.67,26.63,0.98,0.99,0.64,0.79,2.37,122.84
10,293,3143,1729010,63,12.6,11.89,195,39.0,57.38,163,32.6,34.77,0.95,0.98,0.48,0.69,2.5,108.43
11,270,2607,1274597,57,14.25,8.5,144,36.0,38.64,144,36.0,29.59,0.94,0.98,0.55,0.77,4.65,89.54
12,518,11720,8525037,102,20.4,26.71,158,31.6,39.03,345,69.0,103.31,0.99,1.0,0.46,0.55,5.99,109.74
13,374,5243,3065969,98,16.33,22.2,134,22.33,33.4,273,45.5,72.04,0.92,0.94,0.49,0.62,3.73,112.93
14,271,3624,2094890,83,13.83,13.88,168,28.0,37.75,159,26.5,30.39,0.97,0.98,0.55,0.68,5.0,126.53
15,207,3152,1715253,72,12.0,12.47,126,21.0,22.03,140,23.33,27.71,0.95,0.97,0.46,0.57,5.49,125.92
16,189,2556,1415825,59,11.8,9.31,115,23.0,23.31,136,27.2,23.25,0.91,0.95,0.4,0.46,5.25,108.13
17,238,4541,3120958,65,10.83,9.68,134,22.33,25.9,166,27.67,29.04,0.92,0.94,0.51,0.69,4.03,122.28
18,592,13410,10086843,116,19.33,27.49,212,35.33,43.73,374,62.33,98.65,0.97,0.98,0.4,0.43,3.45,122.83
19,618,9423,5347616,92,18.4,24.31,186,37.2,41.26,359,71.8,114.89,0.98,0.99,0.52,0.65,4.87,116.71
20,760,28954,21136636,100,20.0,24.98,217,43.4,43.32,402,80.4,129.36,0.95,0.89,0.46,0.54,4.98,101.97
21,1136,98642,80341245,132,22.0,37.52,180,30.0,37.05,593,98.83,198.48,0.99,1.0,0.45,0.62,4.78,113.69
22,1696,209216,248665266,141,28.2,43.08,184,36.8,42.86,826,165.2,319.69,0.95,0.9,0.33,0.46,5.93,108.97
23,2254,210015,198294216,163,32.6,56.8,181,36.2,41.13,1059,211.8,430.87,0.97,0.98,0.42,0.57,5.04,118.63
24,1444,142529,135634303,103,25.75,38.34,101,25.25,19.36,599,149.75,270.39,0.99,1.0,0.46,0.57,4.05,74.14
25,1540,135818,119150152,115,23.0,35.85,115,23.0,30.45,694,138.8,267.6,0.97,0.99,0.46,0.53,4.13,131.29
26,1956,128514,112790211,126,21.0,35.54,133,22.17,30.41,762,127.0,275.0,0.92,0.94,0.49,0.55,5.76,115.81
27,1706,108508,87632316,128,25.6,41.96,159,31.8,42.2,794,158.8,310.54,1.0,1.0,0.35,0.46,7.38,106.34
28,1709,144071,136042514,154,25.67,46.42,144,24.0,29.22,840,140.0,301.28,0.98,0.99,0.47,0.59,10.55,80.94
29,2059,119714,100458149,149,29.8,50.02,155,31.0,22.92,932,186.4,377.39,0.98,0.99,0.56,0.68,6.85,96.38
30,1513,114867,92278209,138,27.6,46.74,101,20.2,18.27,753,150.6,304.69,0.95,0.93,0.6,0.68,5.22,107.91
31,1167,51116,45393162,119,23.8,37.69,80,16.0,10.77,614,122.8,250.6,0.99,1.0,0.47,0.62,4.49,113.47
32,1454,66379,49625055,133,26.6,46.78,100,20.0,22.86,806,161.2,329.43,0.92,0.84,0.52,0.59,5.26,123.56
33,1118,74139,70936631,125,20.83,37.94,116,19.33,21.04,610,101.67,216.58,0.95,0.95,0.5,0.59,3.36,93.85
