id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,280,3514,1944221,110,10.0,4.77,152,13.82,11.71,188,17.09,10.08,0.72,0.73,0.48,0.53,30.38,138.32
1,256,2458,870721,112,10.18,4.67,132,12.0,9.67,203,18.45,10.99,0.73,0.76,0.41,0.4,28.88,127.72
2,206,2768,1356459,84,9.33,5.0,107,11.89,9.66,163,18.11,10.17,0.67,0.7,0.52,0.62,35.77,137.95
3,218,3386,2039814,81,8.1,4.95,101,10.1,11.8,169,16.9,12.7,0.66,0.72,0.45,0.51,29.79,153.58
4,271,9171,6199356,108,9.82,4.6,115,10.45,5.65,200,18.18,11.76,0.77,0.8,0.49,0.54,30.55,124.09
5,235,3368,1242610,99,9.0,4.24,131,11.91,8.51,192,17.45,11.61,0.72,0.7,0.47,0.53,20.09,131.79
6,227,3056,1256601,92,8.36,4.15,124,11.27,10.34,167,15.18,9.46,0.67,0.71,0.53,0.6,40.95,130.49
7,268,13739,10796723,118,11.8,5.12,139,13.9,7.94,194,19.4,10.08,0.74,0.76,0.42,0.42,29.1,132.98
8,223,2845,982974,81,9.0,4.12,108,12.0,7.68,170,18.89,8.21,0.72,0.74,0.55,0.63,30.61,128.96
9,219,2163,533695,94,8.55,3.3,105,9.55,4.8,174,15.82,8.07,0.72,0.75,0.49,0.55,29.8,142.4
10,209,2094,731368,98,9.8,3.43,110,11.0,6.09,161,16.1,7.05,0.67,0.69,0.53,0.58,26.83,126.16
11,242,2751,1108178,106,9.64,5.43,133,12.09,10.36,183,16.64,10.78,0.75,0.77,0.53,0.58,35.29,122.71
12,235,2901,1269876,86,9.56,5.53,102,11.33,8.97,173,19.22,9.74,0.63,0.66,0.51,0.58,39.25,113.32
13,190,1474,447696,80,8.0,3.09,91,9.1,8.5,159,15.9,8.44,0.58,0.58,0.45,0.49,31.84,130.54
14,257,2238,609624,112,10.18,3.63,114,10.36,4.74,199,18.09,9.22,0.68,0.71,0.49,0.54,36.34,129.5
15,227,3470,2036403,97,8.82,4.67,113,10.27,9.94,191,17.36,11.14,0.69,0.74,0.56,0.55,26.27,130.99
16,174,2249,918391,75,9.38,4.34,92,11.5,6.5,130,16.25,8.53,0.69,0.73,0.52,0.66,38.56,122.6
17,191,2337,725045,83,8.3,3.13,98,9.8,6.44,138,13.8,5.69,0.67,0.72,0.55,0.6,32.46,119.0
18,185,3064,1677562,76,8.44,5.08,101,11.22,10.31,129,14.33,9.84,0.64,0.67,0.48,0.55,30.51,124.19
19,170,1572,698449,74,9.25,3.49,104,13.0,7.69,120,15.0,4.78,0.69,0.73,0.48,0.52,31.04,118.52
20,253,4079,2724890,90,8.18,4.62,97,8.82,6.46,181,16.45,10.99,0.68,0.71,0.47,0.52,22.96,119.0
21,291,11972,7133744,98,10.89,5.37,99,11.0,4.5,211,23.44,19.52,0.81,0.83,0.49,0.47,22.31,117.09
22,367,21997,15801067,117,10.64,5.43,98,8.91,5.34,269,24.45,22.23,0.82,0.82,0.54,0.51,21.67,128.06
23,974,151902,131762560,127,11.55,9.93,104,9.45,5.7,558,50.73,75.63,0.7,0.74,0.46,0.42,21.23,118.38
24,1077,73052,66727085,131,13.1,10.97,78,7.8,3.46,632,63.2,94.59,0.67,0.71,0.42,0.4,20.56,132.84
25,2030,380369,323430291,165,16.5,15.87,103,10.3,5.93,1022,102.2,194.11,0.71,0.74,0.42,0.36,17.7,123.58
26,2339,175774,120903384,192,19.2,22.3,88,8.8,5.85,1240,124.0,234.02,0.63,0.68,0.47,0.37,23.03,115.88
27,1955,205172,145248563,210,21.0,22.59,104,10.4,4.84,1083,108.3,171.25,0.69,0.72,0.48,0.41,21.74,106.41
28,1823,184058,132548106,202,18.36,18.71,114,10.36,5.3,1028,93.45,163.85,0.65,0.66,0.53,0.54,28.92,117.16
29,1829,209143,191304817,212,19.27,21.06,112,10.18,4.38,1057,96.09,164.31,0.73,0.76,0.46,0.45,24.96,126.13
30,2140,303534,256246430,231,21.0,24.58,119,10.82,5.95,1225,111.36,190.82,0.72,0.75,0.47,0.41,26.76,110.18
31,2151,437165,421624115,220,20.0,24.01,106,9.64,4.82,1178,107.09,194.11,0.58,0.62,0.43,0.42,34.61,112.55
32,2190,379332,393101260,202,20.2,22.48,100,10.0,6.45,1193,119.3,202.97,0.81,0.78,0.45,0.45,25.82,125.18
33,2125,241279,207791826,222,20.18,26.18,92,8.36,5.35,1198,108.91,204.19,0.57,0.63,0.48,0.42,35.23,125.77
34,1857,212665,188108818,199,18.09,23.48,88,8.0,6.31,1051,95.55,191.52,0.54,0.56,0.53,0.47,27.86,122.54
35,1976,144810,118020575,195,17.73,24.39,83,7.55,4.74,1060,96.36,184.33,0.55,0.59,0.46,0.42,24.11,123.88
36,2019,149615,108517720,185,16.82,21.52,100,9.09,6.85,1028,93.45,175.45,0.57,0.61,0.6,0.57,29.64,113.45
37,2055,154112,134532102,195,17.73,22.8,109,9.91,4.68,1037,94.27,187.07,0.71,0.72,0.45,0.5,30.74,116.35
38,2113,167601,112178633,179,17.9,22.1,97,9.7,4.67,1116,111.6,196.42,0.6,0.64,0.56,0.57,28.77,132.4
39,2073,202683,175983449,198,18.0,25.83,83,7.55,4.93,1147,104.27,196.91,0.55,0.59,0.55,0.58,31.55,123.41
40,2429,206688,135063198,210,21.0,24.08,113,11.3,6.72,1263,126.3,217.8,0.66,0.72,0.57,0.55,30.0,129.75
41,2015,254312,149953700,201,18.27,20.46,98,8.91,3.88,1132,102.91,174.6,0.62,0.67,0.51,0.54,30.64,143.56
42,1728,153879,125824241,179,16.27,17.87,118,10.73,8.11,1054,95.82,152.42,0.52,0.56,0.58,0.65,15.2,119.83
43,2053,195299,142278891,205,18.64,22.42,97,8.82,5.21,1137,103.36,168.73,0.66,0.69,0.51,0.45,23.71,135.63
44,2751,225186,178977826,216,21.6,25.99,108,10.8,7.41,1359,135.9,267.98,0.68,0.72,0.44,0.39,25.27,122.0
45,2659,303039,256123487,233,21.18,32.28,105,9.55,7.78,1392,126.55,275.18,0.6,0.64,0.43,0.4,29.4,136.08
46,2519,487623,342003275,225,20.45,32.25,108,9.82,7.04,1344,122.18,274.67,0.5,0.51,0.45,0.4,34.98,113.58
