id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,216,1696,348695,51,12.75,7.89,44,11.0,4.24,118,29.5,33.07,0.9,0.93,0.48,0.39,13.22,131.95
1,159,1298,402316,39,9.75,8.18,35,8.75,5.91,90,22.5,30.39,0.84,0.87,0.45,0.39,8.58,137.43
2,156,1476,328790,41,10.25,9.22,31,7.75,3.3,94,23.5,32.79,0.9,0.94,0.48,0.45,20.23,129.21
3,180,1619,312818,46,11.5,9.75,32,8.0,4.9,114,28.5,39.74,0.88,0.88,0.56,0.52,20.12,144.83
4,211,1876,430640,46,11.5,8.39,35,8.75,2.36,123,30.75,42.91,0.97,0.99,0.38,0.32,17.6,143.62
5,207,5778,2107619,56,14.0,13.32,35,8.75,5.32,128,32.0,41.32,0.83,0.85,0.45,0.29,11.76,134.59
6,206,1711,392072,44,11.0,8.04,36,9.0,3.56,121,30.25,38.64,0.89,0.92,0.5,0.48,17.02,140.0
7,203,2086,666435,46,15.33,10.21,31,10.33,6.81,122,40.67,48.18,0.91,0.89,0.53,0.4,23.14,137.7
8,189,4831,1761678,42,10.5,10.41,25,6.25,5.12,111,27.75,40.6,0.72,0.74,0.49,0.29,11.6,135.2
9,298,3622,1379650,65,16.25,14.66,42,10.5,5.0,171,42.75,59.07,0.91,0.94,0.53,0.48,8.4,146.28
10,327,7050,3834728,69,17.25,18.15,30,7.5,3.7,219,54.75,79.29,0.79,0.81,0.46,0.36,16.88,151.11
11,356,7067,3539902,55,18.33,15.7,26,8.67,2.52,226,75.33,94.87,0.8,0.83,0.45,0.26,16.37,151.5
12,444,17700,15822513,74,24.67,22.37,34,11.33,4.62,272,90.67,116.32,0.83,0.86,0.37,0.25,21.94,160.55
13,447,19265,17690338,53,13.25,15.2,23,5.75,4.65,226,56.5,76.78,0.77,0.78,0.38,0.28,23.71,134.37
14,445,261624,285824349,59,19.67,14.5,26,8.67,4.51,238,79.33,81.21,0.86,0.88,0.38,0.28,21.36,159.07
15,571,19738,12951311,80,20.0,20.75,24,6.0,3.37,301,75.25,83.06,0.96,0.87,0.39,0.25,16.66,113.68
16,498,103101,117513004,55,27.5,13.44,13,6.5,3.54,277,138.5,82.73,0.98,1.0,0.32,0.17,31.88,104.13
17,618,37808,30535530,75,25.0,22.07,24,8.0,5.29,296,98.67,96.55,0.99,1.0,0.44,0.27,20.9,155.86
18,710,88200,92343489,76,19.0,17.64,23,5.75,2.5,352,88.0,99.82,0.84,0.85,0.35,0.25,19.02,139.74
19,748,38488,28261019,89,29.67,21.46,25,8.33,3.51,351,117.0,99.58,0.85,0.87,0.38,0.2,29.55,155.39
20,678,31606,24666741,87,21.75,22.6,23,5.75,2.63,331,82.75,91.05,0.8,0.82,0.4,0.32,25.57,140.25
21,635,100413,112971376,70,17.5,14.55,30,7.5,4.65,279,69.75,74.83,0.84,0.86,0.28,0.22,16.36,141.01
22,653,23729,20306371,82,27.33,21.36,24,8.0,5.57,289,96.33,80.93,0.91,0.91,0.28,0.15,22.75,158.73
23,480,14824,10434418,67,16.75,15.88,26,6.5,3.51,287,71.75,78.92,0.93,0.92,0.4,0.3,14.94,160.32
24,420,36766,38904008,58,14.5,11.27,29,7.25,3.77,220,55.0,59.45,0.94,0.96,0.36,0.27,18.36,116.69
25,344,10258,6762458,61,20.33,15.57,22,7.33,3.51,202,67.33,62.0,0.82,0.86,0.42,0.25,25.96,160.79
26,461,159178,148459022,63,21.0,17.32,16,5.33,4.04,236,78.67,76.05,0.68,0.69,0.36,0.23,23.51,95.13
27,407,87501,92745299,61,15.25,15.13,22,5.5,2.65,221,55.25,66.25,0.99,1.0,0.49,0.41,21.08,119.26
28,496,95093,102671060,63,15.75,14.77,22,5.5,3.32,250,62.5,68.88,1.0,1.0,0.38,0.24,23.52,167.47
29,481,64725,72583659,71,17.75,17.91,30,7.5,4.65,234,58.5,68.61,0.87,0.83,0.34,0.26,16.32,124.4
30,493,37079,32106631,64,16.0,16.67,16,4.0,2.45,259,64.75,72.26,0.83,0.84,0.53,0.41,17.58,158.51
31,466,18931,12112401,82,20.5,20.01,21,5.25,2.5,259,64.75,76.56,0.89,0.9,0.47,0.38,22.7,148.48
32,468,22607,18651029,75,25.0,19.52,25,8.33,3.21,257,85.67,83.2,0.85,0.87,0.34,0.14,21.62,147.34
33,437,23372,19144326,56,18.67,12.66,20,6.67,1.53,225,75.0,60.89,0.82,0.83,0.47,0.29,32.9,153.65
34,413,66117,65639293,58,19.33,16.5,17,5.67,4.16,229,76.33,76.53,0.99,1.0,0.51,0.36,24.4,161.5
35,398,12901,9965168,64,16.0,16.87,18,4.5,3.7,210,52.5,60.41,0.99,1.0,0.52,0.4,19.46,158.2
36,363,99642,106346247,60,30.0,2.83,14,7.0,1.41,205,102.5,10.61,1.0,1.0,0.22,0.02,30.1,111.18
37,444,69115,85670764,72,18.0,18.26,25,6.25,3.69,240,60.0,68.75,1.0,1.0,0.32,0.28,13.27,144.0
38,417,10723,6378651,66,22.0,16.37,22,7.33,5.77,230,76.67,64.26,0.85,0.76,0.36,0.15,20.31,140.63
39,474,25637,25870954,67,16.75,18.52,21,5.25,5.97,245,61.25,70.38,0.99,0.99,0.66,0.58,17.75,138.0
40,473,28482,24644964,74,18.5,18.38,22,5.5,3.11,259,64.75,71.36,0.96,0.96,0.37,0.23,19.27,121.66
41,528,68195,62909812,79,26.33,19.66,17,5.67,2.08,293,97.67,81.3,0.99,1.0,0.36,0.18,23.25,137.3
42,372,66861,80722073,60,20.0,14.18,18,6.0,1.73,217,72.33,63.67,1.0,1.0,0.24,0.19,18.75,124.59
43,479,62047,50367014,73,18.25,19.62,22,5.5,4.43,246,61.5,69.63,1.0,1.0,0.58,0.4,19.66,149.35
44,541,76988,77291701,89,22.25,21.08,23,5.75,1.5,297,74.25,79.97,0.96,0.94,0.32,0.23,20.16,137.41
45,617,23150,17895317,78,15.6,16.46,28,5.6,3.29,295,59.0,75.79,0.91,0.92,0.46,0.37,15.32,149.83
46,693,71965,64596928,90,30.0,21.66,24,8.0,4.36,340,113.33,93.85,0.96,0.95,0.41,0.23,21.99,156.77
47,694,112470,80216339,89,29.67,23.09,18,6.0,2.65,359,119.67,100.32,0.95,0.94,0.4,0.16,23.92,159.91
48,770,33624,29855887,94,31.33,19.86,24,8.0,1.73,354,118.0,92.73,0.85,0.87,0.36,0.2,28.07,149.78
