id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,24,26,1816,9,4.5,2.12,9,4.5,2.12,20,10.0,9.9,0.42,0.39,0.32,0.37,0.0,127.65
1,35,39,2760,11,5.5,0.71,14,7.0,1.41,29,14.5,9.19,0.5,0.48,0.26,0.3,0.0,161.24
8,21,23,1636,6,3.0,1.41,6,3.0,1.41,19,9.5,7.78,0.4,0.39,0.26,0.3,0.0,159.97
10,35,40,3040,11,5.5,0.71,12,6.0,0.0,30,15.0,12.73,0.43,0.4,0.36,0.42,0.04,151.32
17,159,15331,13257982,41,20.5,20.51,14,7.0,1.41,122,61.0,77.78,0.92,0.92,0.23,0.1,6.15,131.92
19,106,13482,12131622,33,16.5,17.68,11,5.5,2.12,84,42.0,53.74,0.88,0.9,0.3,0.15,17.43,142.24
22,40,494,409663,13,6.5,4.95,11,5.5,3.54,32,16.0,16.97,0.59,0.61,0.41,0.37,1.71,134.86
23,56,3018,1154912,13,6.5,0.71,12,6.0,0.0,44,22.0,14.14,0.68,0.72,0.3,0.3,11.06,149.96
24,54,923,552387,12,6.0,4.24,8,4.0,1.41,47,23.5,26.16,0.68,0.72,0.47,0.45,13.48,132.56
26,177,9235,7134012,26,13.0,14.14,7,3.5,0.71,127,63.5,81.32,0.62,0.64,0.26,0.12,18.31,159.67
40,58,1027,588122,18,9.0,5.66,12,6.0,1.41,51,25.5,23.33,0.69,0.72,0.39,0.43,21.89,153.96
41,67,2164,1218683,15,7.5,4.95,8,4.0,0.0,58,29.0,29.7,0.72,0.74,0.42,0.38,20.8,166.07
42,50,1110,752028,11,5.5,0.71,8,4.0,1.41,40,20.0,21.21,0.89,0.91,0.3,0.2,12.76,152.76
45,47,1961,2115504,16,8.0,4.24,11,5.5,0.71,43,21.5,20.51,0.74,0.76,0.19,0.14,10.62,190.36
46,49,551,226299,11,5.5,0.71,9,4.5,0.71,44,22.0,16.97,0.68,0.71,0.26,0.25,24.58,168.72
47,31,359,168185,9,4.5,0.71,7,3.5,0.71,29,14.5,13.44,0.66,0.7,0.46,0.36,25.47,157.37
48,43,533,176668,11,5.5,2.12,10,5.0,1.41,35,17.5,19.09,0.62,0.53,0.37,0.35,26.73,107.6
53,39,587,371976,8,4.0,2.83,6,3.0,1.41,31,15.5,13.44,0.56,0.58,0.49,0.36,31.62,158.65
54,28,291,142467,15,7.5,6.36,12,6.0,4.24,26,13.0,12.73,0.61,0.52,0.46,0.48,20.08,152.5
55,26,183,52629,11,5.5,2.12,10,5.0,1.41,23,11.5,10.61,0.84,0.88,0.45,0.4,12.76,143.5
59,142,10509,4009949,29,14.5,19.09,8,4.0,4.24,118,59.0,82.02,0.5,0.5,0.49,0.4,12.44,75.09
60,61,1829,545112,11,5.5,3.54,5,2.5,0.71,52,26.0,32.53,0.6,0.57,0.55,0.57,37.36,103.2
63,53,625,236721,16,8.0,5.66,12,6.0,1.41,44,22.0,24.04,0.82,0.84,0.29,0.2,21.92,163.56
74,50,424,112558,10,5.0,2.83,11,5.5,2.12,43,21.5,24.75,0.84,0.88,0.38,0.29,12.01,160.58
75,66,845,279292,23,11.5,10.61,9,4.5,0.71,58,29.0,35.36,0.86,0.88,0.36,0.24,8.6,128.34
98,14,19,1164,3,1.5,0.71,3,1.5,0.71,14,7.0,2.83,0.06,0.06,0.31,0.35,18.08,130.16
102,20,24,1832,6,3.0,1.41,6,3.0,1.41,18,9.0,9.9,0.28,0.28,0.48,0.52,0.06,165.2
107,16,18,1356,5,2.5,2.12,5,2.5,2.12,15,7.5,9.19,0.06,0.04,0.53,0.57,0.0,164.94
109,13,14,876,6,3.0,1.41,6,3.0,1.41,13,6.5,3.54,0.22,0.2,0.42,0.49,0.0,194.16
110,19,19,1241,6,3.0,1.41,6,3.0,1.41,18,9.0,5.66,0.14,0.13,0.38,0.43,0.0,165.86
111,24,28,1797,7,3.5,2.12,7,3.5,2.12,20,10.0,4.24,0.16,0.18,0.34,0.39,3.77,145.41
112,23,28,1861,7,3.5,0.71,7,3.5,0.71,22,11.0,8.49,0.15,0.12,0.44,0.48,1.7,174.83
113,16,19,1404,4,2.0,1.41,4,2.0,1.41,13,6.5,6.36,0.06,0.03,0.42,0.48,0.01,151.85
114,29,35,1976,6,3.0,0.0,6,3.0,1.41,24,12.0,11.31,0.38,0.39,0.36,0.38,0.04,151.73
115,18,20,1388,4,2.0,1.41,4,2.0,1.41,14,7.0,5.66,0.03,0.02,0.34,0.4,0.0,169.5
116,23,26,1816,5,2.5,0.71,5,2.5,0.71,20,10.0,5.66,0.1,0.1,0.56,0.6,0.01,137.93
118,37,44,2692,13,6.5,4.95,13,6.5,4.95,35,17.5,13.44,0.2,0.16,0.32,0.36,1.02,167.56
119,26,27,1700,9,4.5,0.71,9,4.5,0.71,23,11.5,7.78,0.32,0.3,0.38,0.42,0.0,170.18
120,17,18,980,7,3.5,2.12,7,3.5,2.12,15,7.5,2.12,0.22,0.24,0.28,0.26,3.82,161.89
122,27,33,2116,6,3.0,0.0,6,3.0,0.0,24,12.0,8.49,0.2,0.21,0.3,0.33,2.91,175.52
123,31,32,2255,8,4.0,1.41,9,4.5,2.12,24,12.0,4.24,0.26,0.24,0.46,0.47,1.36,161.11
139,25,33,2348,10,5.0,0.0,11,5.5,0.71,23,11.5,6.36,0.42,0.41,0.38,0.38,1.58,150.96
140,28,35,2368,9,4.5,2.12,10,5.0,2.83,27,13.5,6.36,0.2,0.18,0.53,0.57,1.04,171.32
141,27,32,2112,12,6.0,0.0,13,6.5,0.71,25,12.5,7.78,0.48,0.44,0.27,0.32,0.42,194.17
151,25,35,2228,7,3.5,0.71,7,3.5,0.71,22,11.0,1.41,0.11,0.08,0.57,0.64,1.14,161.46
152,33,46,3000,9,4.5,2.12,9,4.5,2.12,30,15.0,0.0,0.18,0.11,0.41,0.45,2.18,154.26
153,30,38,2176,6,3.0,1.41,7,3.5,2.12,26,13.0,9.9,0.19,0.18,0.34,0.36,2.62,191.33
155,20,20,1464,5,2.5,2.12,5,2.5,2.12,15,7.5,6.36,0.09,0.04,0.4,0.46,0.0,170.96
156,20,23,1724,6,3.0,1.41,6,3.0,1.41,17,8.5,9.19,0.26,0.24,0.39,0.44,0.03,114.5
157,85,2664,1653421,29,14.5,10.61,14,7.0,0.0,75,37.5,40.31,0.83,0.84,0.42,0.47,10.21,161.39
160,34,129,32394,12,6.0,2.83,8,4.0,1.41,27,13.5,4.95,0.62,0.68,0.46,0.42,2.66,136.7
163,32,335,116011,16,8.0,2.83,12,6.0,0.0,30,15.0,12.73,0.83,0.87,0.21,0.12,6.53,113.16
164,34,171,42575,13,6.5,2.12,12,6.0,1.41,28,14.0,12.73,0.7,0.76,0.4,0.37,0.04,157.14
165,27,75,23966,9,4.5,0.71,10,5.0,1.41,23,11.5,0.71,0.56,0.68,0.4,0.38,4.01,156.61
166,27,88,13873,14,7.0,4.24,15,7.5,4.95,25,12.5,12.02,0.79,0.84,0.24,0.3,8.6,156.17
168,27,122,45952,7,3.5,0.71,6,3.0,0.0,24,12.0,9.9,0.46,0.51,0.43,0.37,6.41,137.12
171,60,5827,3728651,19,9.5,12.02,8,4.0,4.24,47,23.5,31.82,0.5,0.5,0.54,0.41,18.2,163.9
172,27,110,14973,6,3.0,0.0,6,3.0,0.0,24,12.0,8.49,0.6,0.66,0.44,0.4,16.82,154.31
173,34,328,129272,9,4.5,2.12,7,3.5,2.12,29,14.5,14.85,0.58,0.57,0.5,0.6,21.6,155.72
174,34,166,51553,6,3.0,0.0,5,2.5,0.71,33,16.5,16.26,0.48,0.56,0.53,0.57,16.22,166.83
175,34,1556,515133,9,4.5,3.54,7,3.5,3.54,32,16.0,14.14,0.5,0.5,0.72,0.7,10.54,184.34
176,38,579,273722,10,5.0,4.24,6,3.0,1.41,32,16.0,19.8,0.65,0.68,0.34,0.26,22.76,176.57
177,36,291,137650,8,4.0,2.83,6,3.0,1.41,32,16.0,16.97,0.57,0.61,0.55,0.38,24.11,140.24
178,30,364,226390,5,2.5,0.71,6,3.0,0.0,29,14.5,14.85,0.74,0.76,0.42,0.32,10.47,172.36
183,69,145925,56986932,19,9.5,10.61,10,5.0,2.83,55,27.5,34.65,0.84,0.84,0.25,0.46,7.56,177.68
185,38,6032,4158145,7,3.5,2.12,5,2.5,0.71,31,15.5,17.68,0.66,0.68,0.44,0.6,12.7,179.0
186,49,1662,1442462,9,4.5,2.12,7,3.5,0.71,42,21.0,24.04,0.74,0.76,0.38,0.34,12.41,177.14
