id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,152,1162,239232,54,6.75,4.98,44,5.5,2.51,81,10.12,11.0,0.91,0.89,0.47,0.55,2.08,147.06
1,117,1014,276047,27,9.0,3.61,17,5.67,1.53,46,15.33,11.37,0.96,0.95,0.43,0.45,13.24,144.65
2,147,1392,383081,34,6.8,6.14,23,4.6,3.13,76,15.2,22.04,0.89,0.9,0.41,0.46,4.39,130.18
3,138,1041,224393,40,6.67,5.13,33,5.5,3.15,65,10.83,12.53,0.85,0.84,0.44,0.54,7.79,138.96
4,163,1099,219297,41,8.2,6.26,35,7.0,4.18,69,13.8,16.02,0.94,0.93,0.42,0.46,2.6,151.34
5,186,1503,340891,40,8.0,6.16,33,6.6,4.45,79,15.8,21.38,0.99,1.0,0.61,0.7,5.43,140.4
6,192,9383,7611895,46,9.2,7.16,33,6.6,2.19,87,17.4,22.23,0.95,0.93,0.54,0.51,13.62,151.61
7,166,1839,314083,47,7.83,6.97,37,6.17,2.48,76,12.67,16.13,0.86,0.84,0.54,0.62,5.8,126.85
8,163,1263,272189,49,8.17,7.94,35,5.83,3.71,68,11.33,13.75,0.87,0.83,0.47,0.58,2.48,129.64
9,160,2404,1405692,54,9.0,8.58,36,6.0,3.1,88,14.67,18.59,0.86,0.83,0.53,0.57,3.78,127.95
10,173,1441,395912,45,11.25,8.85,37,9.25,6.24,92,23.0,24.04,0.79,0.72,0.46,0.48,7.22,123.03
11,157,1020,198904,41,10.25,6.4,33,8.25,4.57,76,19.0,16.39,0.82,0.83,0.42,0.34,4.29,132.85
12,165,1326,508838,49,8.17,4.26,45,7.5,3.08,79,13.17,13.93,0.86,0.81,0.33,0.5,3.59,125.61
13,250,15383,18723127,50,12.5,13.0,34,8.5,7.9,117,29.25,44.52,0.94,0.9,0.34,0.35,4.19,127.06
14,188,3791,1277621,60,10.0,13.4,32,5.33,3.88,99,16.5,27.82,0.92,0.95,0.53,0.66,3.77,114.59
15,233,4941,3790590,53,8.83,11.05,35,5.83,4.31,120,20.0,34.03,0.76,0.76,0.36,0.43,2.76,131.5
