id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,353,3927,997878,44,11.0,8.68,37,9.25,5.19,123,30.75,48.17,0.78,0.78,0.6,0.59,11.46,174.48
1,346,5438,1652394,36,12.0,7.81,28,9.33,3.21,114,38.0,51.96,0.65,0.67,0.49,0.45,11.55,165.07
2,301,6696,5573459,35,11.67,7.23,31,10.33,3.21,114,38.0,51.1,0.95,0.95,0.37,0.31,14.52,179.81
3,328,4345,1760839,32,10.67,8.14,23,7.67,3.06,94,31.33,43.89,0.72,0.73,0.31,0.26,14.25,182.35
4,412,4962,2010868,43,8.6,8.14,40,8.0,3.81,130,26.0,43.64,0.8,0.78,0.31,0.35,8.46,185.91
5,378,3510,821537,49,9.8,7.56,44,8.8,4.76,135,27.0,45.3,0.85,0.85,0.45,0.44,8.42,164.13
6,337,3493,986311,37,9.25,8.1,30,7.5,4.8,108,27.0,43.38,0.7,0.72,0.42,0.54,9.05,142.21
7,373,11885,10456501,38,7.6,7.6,29,5.8,3.77,108,21.6,38.82,0.94,0.95,0.44,0.38,6.45,153.71
8,385,4314,1281388,48,12.0,9.27,39,9.75,6.5,137,34.25,51.38,0.92,0.92,0.43,0.3,11.74,150.56
9,385,5233,2390258,32,8.0,8.16,27,6.75,6.29,105,26.25,44.53,0.67,0.65,0.53,0.48,10.78,154.55
10,395,4539,1238848,37,9.25,7.93,32,8.0,3.56,113,28.25,45.2,0.79,0.8,0.48,0.42,11.26,170.21
11,339,4274,1472807,36,9.0,7.44,36,9.0,5.48,114,28.5,44.35,0.74,0.75,0.62,0.69,9.11,179.95
12,373,5754,2956440,38,9.5,7.68,29,7.25,2.63,134,33.5,53.67,0.78,0.78,0.5,0.38,7.95,183.56
13,375,7986,3089181,45,9.0,9.41,33,6.6,4.83,135,27.0,48.15,0.68,0.67,0.6,0.56,8.23,140.83
14,316,3396,997128,42,10.5,6.14,32,8.0,4.08,113,28.25,38.22,0.76,0.76,0.48,0.4,13.98,151.95
15,583,39811,43674307,63,12.6,9.48,65,13.0,15.17,239,47.8,73.52,0.79,0.78,0.37,0.32,8.18,174.43
16,546,68668,79065286,69,13.8,10.18,47,9.4,4.72,227,45.4,60.63,0.81,0.78,0.29,0.22,10.7,159.01
17,504,10423,5059252,70,11.67,10.44,45,7.5,3.33,242,40.33,62.23,0.99,1.0,0.48,0.53,7.54,172.38
18,538,16942,14331426,53,13.25,11.18,31,7.75,4.92,240,60.0,89.4,0.78,0.78,0.46,0.36,10.59,163.8
19,845,134428,160598866,75,12.5,13.32,36,6.0,3.52,386,64.33,107.49,0.79,0.77,0.27,0.24,13.3,152.01
