id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,143,31891,38444194,46,9.2,4.97,32,6.4,2.07,87,17.4,14.94,1.0,1.0,0.38,0.31,10.68,126.67
1,211,8670,8466169,47,9.4,4.77,37,7.4,2.51,87,17.4,15.84,0.92,0.84,0.29,0.26,11.9,111.59
2,110,1923,779823,40,8.0,3.39,32,6.4,0.89,75,15.0,12.94,0.97,0.97,0.45,0.44,11.8,128.5
3,104,17479,14081562,40,6.67,3.78,31,5.17,2.32,69,11.5,10.27,0.98,0.98,0.53,0.52,20.38,153.1
4,107,34147,32157916,45,7.5,4.89,45,7.5,3.89,75,12.5,11.18,0.99,1.0,0.43,0.37,42.64,132.26
5,132,1731,728917,44,7.33,5.72,38,6.33,3.56,95,15.83,17.12,1.0,1.0,0.42,0.38,30.21,126.57
6,357,4062,1251531,43,7.17,3.66,35,5.83,1.94,95,15.83,14.88,1.0,1.0,0.42,0.29,22.38,127.65
7,108,3110,2239094,44,7.33,3.2,31,5.17,1.83,82,13.67,11.74,1.0,1.0,0.44,0.36,25.35,137.54
8,152,2815,1540758,60,10.0,5.9,52,8.67,4.03,107,17.83,16.12,0.98,0.96,0.44,0.38,19.6,129.45
9,122,1235,514361,41,8.2,4.87,38,7.6,3.58,76,15.2,13.18,0.93,0.94,0.43,0.45,22.72,88.74
10,111,1297,695391,43,10.75,5.56,34,8.5,2.38,74,18.5,12.87,1.0,1.0,0.33,0.32,23.38,93.46
11,175,5876,4763046,69,11.5,4.23,65,10.83,4.79,121,20.17,15.65,0.96,0.96,0.41,0.34,22.32,135.11
12,211,5906,4007711,47,7.83,5.42,53,8.83,7.47,97,16.17,16.22,0.86,0.84,0.35,0.23,31.94,121.06
13,156,14204,12682512,54,9.0,6.51,67,11.17,11.44,97,16.17,15.24,0.94,0.95,0.31,0.21,29.17,129.74
14,195,2666,1226403,63,10.5,7.09,84,14.0,16.73,121,20.17,16.18,0.92,0.94,0.43,0.34,15.15,93.97
15,208,21644,19948485,75,12.5,8.26,88,14.67,9.89,141,23.5,20.17,0.99,1.0,0.5,0.44,27.52,121.96
16,218,4928,2666671,61,12.2,11.82,82,16.4,23.39,140,28.0,28.27,0.99,0.99,0.48,0.36,23.0,101.34
17,257,5958,3624840,71,14.2,14.6,87,17.4,20.84,169,33.8,34.97,0.96,0.96,0.38,0.29,17.07,120.63
18,408,33370,25778787,85,14.17,13.44,88,14.67,20.45,214,35.67,43.0,1.0,1.0,0.54,0.42,25.04,137.29
