id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,64,232,56370,28,7.0,0.82,26,6.5,1.73,57,14.25,8.46,0.62,0.67,0.39,0.32,16.02,166.44
1,60,32247,32564444,27,9.0,3.61,24,8.0,2.65,52,17.33,7.51,0.65,0.66,0.51,0.35,31.06,178.66
2,56,1060,1247674,28,9.33,3.21,23,7.67,2.52,48,16.0,4.58,0.79,0.82,0.34,0.26,28.61,147.33
3,44,147,25307,23,7.67,3.06,22,7.33,4.04,41,13.67,8.02,0.72,0.73,0.53,0.51,3.43,135.36
4,64,319,125758,31,7.75,4.11,26,6.5,1.29,53,13.25,8.5,0.78,0.81,0.47,0.33,24.22,154.98
5,62,310,82628,19,6.33,1.53,17,5.67,1.53,47,15.67,8.5,0.69,0.74,0.61,0.45,43.88,158.24
6,66,412,103696,36,12.0,1.73,33,11.0,2.0,61,20.33,7.02,0.81,0.83,0.5,0.47,27.12,158.77
7,73,466,193672,37,9.25,4.03,36,9.0,2.16,65,16.25,11.3,0.77,0.78,0.56,0.6,29.58,164.71
8,73,379,145574,32,10.67,2.89,28,9.33,1.53,64,21.33,8.14,0.59,0.59,0.53,0.52,16.91,158.48
9,90,540,146367,42,10.5,1.91,37,9.25,1.26,79,19.75,8.77,0.76,0.81,0.51,0.48,15.82,157.57
10,133,3739,3040501,46,15.33,4.62,35,11.67,1.53,106,35.33,10.6,0.81,0.81,0.43,0.26,7.55,131.15
11,248,10212,8828436,59,14.75,12.61,27,6.75,2.75,166,41.5,36.05,0.75,0.76,0.48,0.37,10.2,133.63
12,401,43044,38308370,79,19.75,13.02,33,8.25,1.71,236,59.0,52.35,0.46,0.44,0.34,0.18,19.85,135.13
13,346,31946,30855076,75,18.75,17.78,35,8.75,2.06,200,50.0,59.84,0.64,0.64,0.26,0.23,16.66,136.3
14,248,16208,15312491,60,15.0,10.68,34,8.5,4.8,160,40.0,36.99,0.84,0.87,0.5,0.42,7.47,129.19
15,262,22947,24450415,49,12.25,7.27,45,11.25,7.14,178,44.5,36.39,0.79,0.8,0.41,0.37,15.03,132.82
