id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,43,305,220230,24,6.0,4.76,18,4.5,3.0,35,8.75,9.6,0.63,0.59,0.63,0.71,23.5,159.52
1,58,552,66837,33,11.0,7.21,23,7.67,2.31,45,15.0,13.23,0.88,0.83,0.44,0.43,3.45,164.2
2,64,11034,484952,33,8.25,4.03,29,7.25,2.5,51,12.75,12.89,0.84,0.8,0.63,0.72,3.62,132.22
3,56,464,197537,34,8.5,5.8,30,7.5,4.12,45,11.25,10.63,0.83,0.81,0.61,0.68,9.05,142.05
4,67,445,106704,41,10.25,6.6,38,9.5,5.07,59,14.75,12.04,0.77,0.72,0.55,0.62,9.4,114.0
5,57,1857,746222,24,8.0,9.54,17,5.67,5.51,44,14.67,21.08,0.88,0.83,0.43,0.29,0.65,151.71
6,58,175,31884,30,7.5,4.51,23,5.75,1.26,45,11.25,9.91,0.84,0.79,0.42,0.36,3.64,148.05
7,55,2925,1156979,38,9.5,7.14,32,8.0,2.94,49,12.25,11.24,0.9,0.89,0.34,0.33,6.59,176.17
8,78,488,74634,45,11.25,7.23,45,11.25,6.13,61,15.25,13.28,0.92,0.9,0.38,0.36,12.14,167.98
9,55,316,79223,31,7.75,5.19,24,6.0,2.45,44,11.0,10.92,0.89,0.88,0.46,0.48,2.6,126.55
10,102,836,308840,44,11.0,9.2,38,9.5,6.14,79,19.75,24.46,0.88,0.86,0.35,0.36,3.35,148.72
11,189,97314,70696447,51,12.75,13.52,46,11.5,5.2,132,33.0,50.02,0.82,0.76,0.54,0.52,13.6,138.93
12,488,83434,54463502,92,23.0,33.5,45,11.25,10.97,270,67.5,119.13,0.75,0.75,0.55,0.51,3.22,112.46
13,325,92775,96650681,72,18.0,23.11,58,14.5,14.48,180,45.0,73.03,0.81,0.79,0.4,0.45,8.93,123.12
14,397,13185,6347991,77,19.25,18.03,67,16.75,13.35,237,59.25,92.63,0.9,0.86,0.48,0.53,8.9,125.26
15,487,272910,121477058,90,22.5,25.93,79,19.75,18.46,276,69.0,109.61,0.88,0.86,0.45,0.38,6.92,131.68
16,690,80984,61422158,100,20.0,30.94,63,12.6,15.32,382,76.4,150.37,0.59,0.51,0.63,0.66,23.3,122.21
17,673,341600,253736687,99,24.75,36.65,75,18.75,24.19,372,93.0,160.57,0.68,0.64,0.52,0.55,37.61,138.66
18,870,126680,97558797,121,24.2,35.82,56,11.2,10.5,474,94.8,177.1,0.67,0.61,0.44,0.44,9.59,119.47
19,1061,163091,124984134,122,30.5,42.0,74,18.5,23.9,575,143.75,242.59,0.93,0.9,0.43,0.35,9.0,128.01
20,929,126513,103812474,107,21.4,31.23,52,10.4,10.9,432,86.4,168.16,0.73,0.7,0.54,0.48,17.09,112.97
21,1191,156468,90737377,111,22.2,35.18,47,9.4,7.09,517,103.4,209.47,0.62,0.67,0.55,0.48,31.28,134.56
22,1985,399545,306187491,140,28.0,50.89,56,11.2,13.48,729,145.8,301.52,0.85,0.84,0.5,0.54,19.3,113.24
23,2440,598490,443077218,156,31.2,54.77,50,10.0,4.85,839,167.8,341.85,0.9,0.86,0.37,0.3,6.47,116.27
24,1617,157435,95502549,129,25.8,44.47,42,8.4,7.47,647,129.4,268.8,0.79,0.73,0.44,0.37,5.6,134.21
25,1026,69075,50265190,113,22.6,38.35,38,7.6,5.18,500,100.0,203.58,0.79,0.76,0.46,0.37,15.38,122.66
26,1216,147367,132675092,112,28.0,42.13,35,8.75,0.96,541,135.25,248.57,0.96,0.96,0.48,0.47,9.65,119.91
27,1235,128573,99906349,114,28.5,44.34,31,7.75,6.9,526,131.5,241.05,0.66,0.69,0.77,0.7,24.15,94.33
28,2125,209219,128963756,125,31.25,49.18,42,10.5,7.68,779,194.75,363.55,0.86,0.86,0.43,0.34,13.08,91.75
29,1624,235255,164109802,124,24.8,42.79,46,9.2,6.83,682,136.4,287.72,0.77,0.76,0.57,0.46,12.55,101.24
30,1105,75053,46158829,106,21.2,37.94,26,5.2,3.56,526,105.2,223.52,0.92,0.94,0.52,0.46,16.27,127.52
31,1190,100661,65011096,107,21.4,40.06,35,7.0,7.62,560,112.0,239.28,0.66,0.64,0.65,0.58,62.09,113.76
32,1266,156349,107322335,113,22.6,37.8,44,8.8,7.98,571,114.2,229.77,0.75,0.7,0.38,0.28,18.6,114.39
33,1978,273980,213985763,133,26.6,46.32,39,7.8,5.36,704,140.8,291.5,0.77,0.78,0.54,0.49,20.42,107.61
34,2632,180682,114161757,114,22.8,40.97,42,8.4,8.38,827,165.4,350.89,0.78,0.71,0.49,0.42,22.1,97.1
35,1699,111009,79513970,116,23.2,40.22,43,8.6,6.73,687,137.4,286.61,0.71,0.66,0.59,0.53,12.4,105.45
36,1290,168857,105546892,118,23.6,38.82,44,8.8,6.46,606,121.2,248.15,0.71,0.68,0.55,0.58,24.77,130.02
37,1381,143000,108316323,136,34.0,54.07,44,11.0,6.68,630,157.5,291.74,0.86,0.83,0.44,0.37,21.48,98.14
38,1533,141256,96580267,141,28.2,50.8,41,8.2,6.72,668,133.6,275.95,0.67,0.55,0.57,0.53,35.35,127.63
39,1707,159987,107300462,123,24.6,42.21,42,8.4,6.39,678,135.6,282.57,0.77,0.75,0.56,0.48,15.85,98.16
40,2056,359519,180762966,126,31.5,50.38,36,9.0,6.98,752,188.0,352.1,0.84,0.8,0.52,0.46,24.02,95.54
41,1423,163779,93384759,118,29.5,45.71,34,8.5,4.8,595,148.75,279.53,0.84,0.75,0.4,0.3,14.97,130.93
42,1377,104903,60162502,136,34.0,50.19,50,12.5,7.51,621,155.25,281.31,0.98,0.97,0.41,0.33,26.2,122.04
43,1553,178036,78850731,140,28.0,49.3,48,9.6,8.68,682,136.4,282.72,0.67,0.63,0.67,0.68,24.59,118.74
44,1657,175546,113436160,133,26.6,41.91,57,11.4,12.22,645,129.0,255.19,0.86,0.79,0.4,0.34,20.24,99.45
45,2015,561671,401211490,129,25.8,44.54,52,10.4,10.85,728,145.6,294.0,0.85,0.8,0.55,0.52,14.87,140.26
46,1622,274227,144469702,123,30.75,46.26,48,12.0,10.03,697,174.25,323.23,0.83,0.82,0.55,0.43,26.18,104.28
47,1468,159691,83525575,111,27.75,42.19,39,9.75,6.65,663,165.75,308.18,0.82,0.81,0.49,0.35,22.65,111.36
48,1710,356396,250008909,115,23.0,39.73,39,7.8,5.93,667,133.4,278.22,0.7,0.65,0.55,0.6,40.82,132.83
49,1854,235037,210670091,142,28.4,54.03,38,7.6,4.72,776,155.2,327.53,0.69,0.63,0.5,0.51,34.38,130.0
50,1556,259194,186573869,114,28.5,41.01,45,11.25,10.63,636,159.0,287.37,0.89,0.84,0.52,0.44,22.18,106.8
51,1234,140970,114880711,132,26.4,45.72,52,10.4,7.89,656,131.2,273.31,0.74,0.72,0.49,0.47,24.01,128.32
52,974,223555,110744765,117,23.4,36.75,53,10.6,8.26,489,97.8,198.06,0.6,0.49,0.62,0.58,41.33,118.1
53,925,116407,87069318,110,22.0,36.46,48,9.6,10.01,449,89.8,181.33,0.59,0.59,0.64,0.57,28.57,115.01
54,1398,128593,99012949,121,24.2,41.94,39,7.8,5.72,650,130.0,272.85,0.78,0.79,0.6,0.5,19.12,109.75
55,1781,288527,176691627,129,25.8,44.85,37,7.4,4.72,702,140.4,296.63,0.96,0.96,0.36,0.26,20.4,122.02
56,1426,221833,214374157,97,19.4,31.15,31,6.2,4.15,581,116.2,244.21,0.87,0.85,0.45,0.4,19.97,154.71
57,1090,94103,67405497,117,23.4,39.53,35,7.0,5.92,508,101.6,206.08,0.73,0.69,0.49,0.51,37.69,128.24
58,1087,79778,38523294,120,30.0,48.87,25,6.25,4.35,536,134.0,256.05,0.41,0.43,0.77,0.59,30.85,145.65
59,1197,144600,97253185,114,28.5,44.34,35,8.75,6.99,535,133.75,243.54,0.78,0.7,0.48,0.41,21.89,106.57
60,1562,243542,174786461,115,28.75,46.92,24,6.0,3.74,640,160.0,291.74,0.9,0.88,0.48,0.38,28.61,137.1
61,1048,157104,109594280,112,22.4,36.86,39,7.8,5.12,467,93.4,182.55,0.75,0.7,0.36,0.31,17.52,125.12
62,983,66244,49524447,103,20.6,36.06,36,7.2,5.63,471,94.2,198.37,0.99,0.99,0.44,0.39,18.2,145.38
63,1065,194000,137059527,110,22.0,36.44,47,9.4,8.38,499,99.8,200.95,0.87,0.83,0.42,0.39,22.01,143.99
64,904,193428,123819288,97,19.4,35.03,30,6.0,5.57,444,88.8,185.18,0.85,0.83,0.45,0.45,29.2,131.21
65,464,86171,56087764,84,16.8,23.71,38,7.6,6.27,270,54.0,100.79,0.87,0.81,0.44,0.38,27.7,127.36
66,325,14399,9002632,81,16.2,19.52,41,8.2,5.26,222,44.4,70.54,0.77,0.77,0.55,0.48,18.69,92.37
67,301,21409,6944946,70,17.5,21.11,33,8.25,5.85,214,53.5,83.89,0.69,0.57,0.62,0.58,33.7,88.82
