id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,276,2965,1442645,172,9.56,7.91,191,10.61,7.38,224,12.44,12.63,0.87,0.86,0.5,0.57,6.68,112.69
1,243,1854,454197,153,8.5,6.35,168,9.33,5.3,191,10.61,11.04,0.83,0.82,0.41,0.43,10.65,110.03
2,227,3846,2390230,129,8.06,7.69,156,9.75,6.64,174,10.88,12.35,0.83,0.81,0.57,0.64,11.23,109.99
3,228,1601,367575,150,9.38,8.47,164,10.25,8.41,189,11.81,11.37,0.84,0.8,0.44,0.54,6.98,135.22
4,241,5838,2790485,137,8.56,8.44,135,8.44,4.86,200,12.5,20.22,0.88,0.9,0.41,0.43,6.62,114.16
5,375,5772,2404794,169,9.39,9.6,218,12.11,10.63,259,14.39,26.04,0.82,0.8,0.5,0.58,5.29,94.27
6,293,6739,2369735,169,9.39,7.67,206,11.44,7.67,216,12.0,13.59,0.82,0.81,0.43,0.53,12.38,113.01
7,250,2535,1025612,168,9.88,8.7,195,11.47,7.44,200,11.76,10.05,0.8,0.8,0.5,0.54,11.77,118.42
8,223,1806,389363,151,9.44,8.4,159,9.94,8.18,184,11.5,11.92,0.82,0.8,0.44,0.5,13.35,107.78
9,253,1704,362064,150,10.0,7.49,178,11.87,7.55,206,13.73,12.79,0.79,0.77,0.46,0.54,6.19,106.7
10,313,6834,4949018,147,8.65,6.59,171,10.06,6.67,227,13.35,18.32,0.89,0.88,0.5,0.52,10.06,107.07
11,714,22143,20069659,221,13.0,11.86,198,11.65,6.42,404,23.76,38.88,0.78,0.76,0.43,0.45,11.0,109.09
12,592,144424,190506123,193,10.72,9.52,178,9.89,5.77,369,20.5,39.16,0.86,0.85,0.4,0.49,9.36,107.05
