id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,212,4940,627322,136,10.46,5.97,149,11.46,4.65,159,12.23,6.93,0.81,0.81,0.47,0.57,9.91,119.61
1,229,12963,1267678,138,9.86,6.32,146,10.43,3.92,160,11.43,8.3,0.8,0.81,0.41,0.47,10.07,120.0
2,206,2897,435028,131,8.73,3.67,154,10.27,3.26,161,10.73,5.19,0.81,0.83,0.4,0.48,11.13,115.68
3,237,2012,330152,144,10.29,5.03,166,11.86,4.77,186,13.29,8.62,0.91,0.92,0.39,0.47,9.58,121.07
4,266,9131,1054039,151,10.79,5.67,188,13.43,6.14,186,13.29,7.83,0.83,0.85,0.43,0.5,11.59,106.14
5,243,3760,654340,139,9.93,4.91,177,12.64,7.13,166,11.86,6.04,0.79,0.81,0.42,0.5,10.9,111.63
6,288,3345,736186,127,9.77,3.9,172,13.23,7.18,179,13.77,9.76,0.82,0.86,0.44,0.53,9.2,106.05
7,232,3498,951991,137,11.42,6.68,156,13.0,4.57,166,13.83,8.41,0.85,0.87,0.39,0.5,8.64,105.89
8,262,6340,2312982,124,8.27,5.75,145,9.67,5.23,156,10.4,9.21,0.79,0.78,0.4,0.52,7.37,115.83
9,231,9750,1279066,121,8.64,4.75,130,9.29,4.3,142,10.14,7.37,0.82,0.82,0.5,0.59,14.28,120.69
10,287,4426,559693,149,11.46,8.07,178,13.69,6.07,188,14.46,11.49,0.88,0.88,0.4,0.48,8.49,124.84
11,261,4737,2236475,135,11.25,8.98,135,11.25,5.28,169,14.08,12.55,0.89,0.91,0.49,0.59,6.52,106.58
12,230,1802,380272,112,9.33,7.48,131,10.92,5.57,152,12.67,10.62,0.82,0.84,0.48,0.58,8.53,100.69
13,320,8720,919690,121,10.08,6.07,229,19.08,20.6,143,11.92,8.51,0.81,0.83,0.48,0.58,9.45,117.65
14,215,15973,1067250,126,9.69,6.9,145,11.15,5.15,154,11.85,9.11,0.81,0.83,0.42,0.48,12.05,110.54
15,223,9326,1333932,124,10.33,6.39,120,10.0,4.24,153,12.75,11.77,0.76,0.77,0.47,0.53,6.33,113.73
16,191,1325,226467,122,8.13,5.99,135,9.0,5.3,143,9.53,7.05,0.73,0.73,0.48,0.55,11.19,112.9
17,277,2120,586800,116,8.29,5.48,128,9.14,5.04,148,10.57,8.47,0.79,0.82,0.51,0.63,7.7,114.97
18,386,11712,3048896,110,11.0,8.68,118,11.8,5.65,173,17.3,22.58,0.84,0.87,0.48,0.65,6.62,110.91
19,399,20775,9017767,114,8.14,6.5,110,7.86,3.53,158,11.29,14.88,0.81,0.81,0.52,0.58,5.85,107.11
20,282,5285,4458807,111,10.09,11.04,106,9.64,5.52,179,16.27,27.39,0.91,0.92,0.37,0.43,11.01,98.48
21,1120,43104,38494075,140,11.67,16.29,122,10.17,5.57,335,27.92,68.74,0.98,0.99,0.42,0.5,6.53,101.32
22,1201,68602,60849183,144,12.0,20.92,107,8.92,6.64,474,39.5,114.82,0.82,0.81,0.5,0.55,8.52,121.61
23,1830,254793,272112059,159,13.25,26.54,103,8.58,7.65,625,52.08,158.73,0.84,0.83,0.49,0.52,9.86,115.37
24,2405,198581,207311778,167,11.93,26.62,98,7.0,7.07,755,53.93,182.23,0.91,0.92,0.46,0.48,14.82,100.62
25,1508,234458,289025431,161,11.5,22.18,106,7.57,5.46,551,39.36,123.7,0.87,0.88,0.46,0.52,5.6,113.44
26,1692,59592,53625329,162,12.46,26.06,105,8.08,8.85,537,41.31,127.93,0.86,0.85,0.4,0.48,3.6,123.3
27,1710,52076,28345738,138,11.5,20.83,106,8.83,7.38,455,37.92,110.3,0.76,0.76,0.55,0.63,8.74,96.16
28,2064,88374,77264404,172,13.23,26.17,121,9.31,7.42,708,54.46,172.95,0.81,0.81,0.4,0.48,7.77,114.32
29,1694,1444716,1797189444,140,15.56,29.5,89,9.89,9.01,589,65.44,177.6,0.86,0.87,0.45,0.47,11.38,95.61
30,1280,38879,23194560,164,12.62,24.21,105,8.08,4.41,486,37.38,109.87,0.9,0.89,0.46,0.5,6.27,113.73
31,1232,97857,95162812,130,14.44,28.72,68,7.56,5.17,496,55.11,149.21,0.78,0.83,0.47,0.5,14.16,86.78
32,1444,167243,203971898,140,14.0,25.47,95,9.5,9.5,488,48.8,131.56,0.88,0.92,0.49,0.55,9.14,98.87
33,1886,7504463,9577318393,146,14.6,28.71,93,9.3,9.04,623,62.3,177.71,0.96,0.96,0.5,0.6,5.72,105.45
34,2347,1751717,2228192555,153,13.91,30.28,86,7.82,7.6,723,65.73,200.43,0.84,0.84,0.5,0.56,5.51,106.39
35,2024,354714,401736790,155,11.92,25.31,96,7.38,6.04,619,47.62,152.76,0.85,0.84,0.34,0.37,9.4,117.56
36,1831,949744,1109149696,133,13.3,29.15,72,7.2,8.83,547,54.7,158.94,0.91,0.91,0.42,0.5,7.65,115.27
37,1279,36410,24762985,161,12.38,26.39,95,7.31,6.73,550,42.31,133.63,0.86,0.85,0.5,0.56,10.6,99.32
38,1701,448607,419373183,162,11.57,23.84,100,7.14,6.07,616,44.0,142.21,0.74,0.78,0.49,0.55,11.24,104.75
39,1993,324774,413440195,148,13.45,28.48,93,8.45,9.18,678,61.64,186.87,0.92,0.89,0.46,0.52,11.39,123.9
40,1579,129057,111574381,190,15.83,32.23,119,9.92,7.19,677,56.42,171.51,0.86,0.87,0.58,0.67,10.62,110.31
41,1702,152641,156608748,150,13.64,26.35,104,9.45,6.02,553,50.27,143.21,0.87,0.85,0.49,0.62,8.88,124.52
42,1342,114157,133115501,131,10.92,21.88,78,6.5,5.76,483,40.25,121.82,0.83,0.82,0.54,0.62,9.61,126.41
