id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,261,6787,1487170,66,13.2,8.35,235,47.0,36.62,127,25.4,24.41,0.69,0.71,0.47,0.51,116.3,138.54
1,266,6042,1431203,74,14.8,10.99,236,47.2,39.39,117,23.4,21.69,0.94,0.96,0.43,0.51,115.98,141.82
2,263,13718,9404139,62,12.4,8.41,227,45.4,33.0,124,24.8,24.65,0.98,0.99,0.48,0.54,113.74,129.84
3,195,3335,1013676,49,9.8,5.81,181,36.2,25.99,80,16.0,13.78,0.94,0.96,0.44,0.45,131.96,127.78
4,272,7654,1572957,66,13.2,9.52,247,49.4,32.07,113,22.6,21.98,0.68,0.74,0.44,0.56,125.46,133.08
5,267,7765,1108038,64,12.8,9.5,242,48.4,34.59,103,20.6,19.19,0.94,0.95,0.43,0.52,120.19,128.04
6,276,6344,1375953,58,14.5,7.94,250,62.5,24.41,108,27.0,20.41,0.87,0.94,0.48,0.65,145.67,107.04
7,321,8808,2874277,71,14.2,10.13,287,57.4,44.17,134,26.8,26.24,0.9,0.92,0.5,0.63,109.48,135.54
8,324,10512,3505158,65,13.0,9.8,286,57.2,38.7,111,22.2,20.03,0.92,0.89,0.42,0.53,119.61,124.67
9,296,7631,1554755,70,14.0,8.75,255,51.0,35.95,132,26.4,23.79,0.82,0.8,0.47,0.49,110.25,111.43
10,456,17410,12777338,90,18.0,17.73,259,51.8,41.78,240,48.0,57.17,0.93,0.91,0.43,0.44,101.26,120.1
11,328,20849,10801068,82,16.4,11.28,231,46.2,32.09,161,32.2,28.04,0.81,0.8,0.42,0.42,101.89,137.11
12,269,4176,1029523,70,14.0,8.46,215,43.0,28.04,126,25.2,21.38,0.89,0.95,0.5,0.47,110.06,130.86
13,264,15655,12426519,63,12.6,9.76,193,38.6,27.97,125,25.0,23.08,0.82,0.85,0.42,0.4,112.25,127.5
14,411,15181,9148493,87,17.4,10.76,290,58.0,61.22,169,33.8,30.53,0.95,0.98,0.47,0.45,90.81,114.39
15,364,19065,12138657,96,19.2,17.48,240,48.0,35.46,194,38.8,40.33,0.66,0.65,0.45,0.51,95.22,123.07
16,380,26816,24272491,85,17.0,16.6,205,41.0,28.28,197,39.4,42.34,0.79,0.8,0.33,0.33,93.64,104.42
17,355,19308,16904616,85,17.0,13.02,214,42.8,32.46,179,35.8,38.79,0.99,1.0,0.45,0.54,85.1,126.86
18,471,46128,41226110,104,26.0,23.9,202,50.5,20.07,272,68.0,90.6,0.75,0.76,0.47,0.5,117.98,110.25
19,494,17101,12649160,89,17.8,17.06,209,41.8,24.83,250,50.0,59.78,0.98,0.99,0.49,0.48,59.99,131.62
20,449,112269,141783073,98,19.6,17.3,198,39.6,29.54,240,48.0,46.51,0.98,1.0,0.39,0.41,69.11,138.1
