id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,414,17630,16497723,57,14.25,15.22,116,29.0,44.05,169,42.25,60.15,0.64,0.72,0.55,0.49,19.31,176.19
1,376,4449,1599788,71,11.83,13.82,67,11.17,11.91,201,33.5,59.91,0.68,0.65,0.3,0.34,6.76,140.68
2,306,14870,2246772,46,15.33,18.77,30,10.0,10.39,147,49.0,71.02,0.82,0.87,0.45,0.28,15.52,149.41
3,378,7274,3692653,48,16.0,14.8,29,9.67,5.03,174,58.0,77.16,0.56,0.52,0.36,0.3,9.71,155.74
4,415,14220,12463757,71,14.2,15.06,56,11.2,7.29,191,38.2,66.49,0.88,0.86,0.44,0.57,7.39,125.12
5,333,3707,1021916,52,10.4,12.32,50,10.0,9.03,152,30.4,53.52,0.78,0.8,0.34,0.42,4.45,134.66
6,563,40763,44045866,75,18.75,22.98,50,12.5,7.94,332,83.0,144.79,0.94,0.98,0.24,0.25,4.71,135.49
7,538,11731,9098546,61,20.33,17.93,159,53.0,66.84,196,65.33,86.49,0.89,0.93,0.32,0.3,10.41,148.84
8,554,61528,57601777,55,18.33,17.1,47,15.67,9.71,217,72.33,98.44,0.54,0.53,0.43,0.48,9.92,147.97
9,936,27714,11076504,67,22.33,24.85,60,20.0,14.18,315,105.0,165.43,0.89,0.91,0.38,0.29,7.24,144.59
10,965,73176,81792493,98,19.6,30.0,76,15.2,14.48,367,73.4,145.76,0.9,0.91,0.41,0.43,14.19,106.72
11,1169,531820,741214429,90,18.0,24.75,76,15.2,13.26,505,101.0,200.81,0.82,0.83,0.3,0.32,6.12,131.04
12,1892,200158,187313136,108,21.6,29.67,138,27.6,28.47,748,149.6,305.07,0.85,0.86,0.62,0.68,7.73,138.97
13,1585,180498,165189965,116,23.2,31.36,158,31.6,35.15,550,110.0,201.91,0.79,0.82,0.4,0.45,11.03,137.34
14,1891,208364,189149639,131,26.2,38.89,150,30.0,37.4,757,151.4,301.08,0.76,0.77,0.42,0.49,7.06,161.61
15,1660,173838,158661748,99,33.0,41.76,115,38.33,28.88,635,211.67,327.88,0.65,0.65,0.62,0.57,10.37,147.97
16,1876,186861,173733094,114,28.5,37.33,150,37.5,34.46,660,165.0,294.32,0.91,0.92,0.44,0.5,10.73,145.97
17,1915,296713,303167907,118,23.6,33.1,118,23.6,22.43,668,133.6,268.29,0.92,0.93,0.41,0.59,11.91,132.11
18,2561,205021,191864027,126,25.2,36.93,208,41.6,47.32,829,165.8,336.92,0.93,0.92,0.5,0.53,9.15,140.09
19,2435,190950,155640767,132,26.4,44.2,136,27.2,34.52,1015,203.0,418.46,0.82,0.85,0.52,0.61,9.32,140.41
20,2825,751840,810751634,132,33.0,49.71,169,42.25,44.3,983,245.75,453.82,0.66,0.65,0.39,0.58,15.28,136.03
21,3600,435180,407842198,127,31.75,47.76,203,50.75,52.35,1112,278.0,509.39,0.94,0.94,0.54,0.55,9.44,106.8
22,5279,1373024,738605506,138,46.0,64.37,130,43.33,35.84,1642,547.33,893.9,0.83,0.95,0.55,0.58,9.99,98.47
23,6407,601328,467727513,161,32.2,57.57,258,51.6,71.11,1482,296.4,623.46,0.87,0.89,0.51,0.51,7.42,160.68
24,8736,1310787,1296837800,155,31.0,58.71,127,25.4,35.1,1699,339.8,740.27,0.79,0.76,0.58,0.61,5.77,139.48
25,8224,1289030,1409076383,151,37.75,66.83,70,17.5,16.54,1538,384.5,752.36,0.91,0.92,0.42,0.43,6.52,132.06
26,5527,663896,664151424,157,52.33,78.55,88,29.33,25.77,1391,463.67,784.06,0.88,0.9,0.45,0.43,10.55,140.65
