id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,744,40346,37278067,56,28.0,35.36,24,12.0,12.73,267,133.5,184.55,0.84,0.8,0.29,0.22,11.76,146.39
1,816,39931,36213607,72,36.0,42.43,24,12.0,9.9,278,139.0,188.09,0.7,0.64,0.38,0.26,10.99,147.71
2,948,314996,420391744,73,36.5,44.55,23,11.5,7.78,314,157.0,213.55,1.0,1.0,0.36,0.32,10.59,159.07
3,858,11396,5860469,60,30.0,38.18,17,8.5,6.36,260,130.0,178.19,0.98,0.99,0.52,0.4,9.18,151.51
4,953,22069,16520804,68,34.0,42.43,21,10.5,6.36,300,150.0,203.65,0.94,0.94,0.44,0.32,10.44,167.36
5,1028,35522,26027212,69,34.5,44.55,23,11.5,12.02,333,166.5,231.22,0.98,0.98,0.7,0.56,12.72,175.31
6,1130,40466,36860033,67,33.5,43.13,22,11.0,11.31,324,162.0,224.86,1.0,1.0,0.27,0.15,10.85,142.89
7,1240,29352,18281232,77,38.5,45.96,26,13.0,9.9,411,205.5,282.14,0.8,0.68,0.26,0.14,12.51,143.15
8,1194,32483,20826663,70,35.0,42.43,23,11.5,9.19,389,194.5,266.58,0.94,0.9,0.45,0.3,10.56,146.95
9,1229,34789,22244182,78,39.0,49.5,22,11.0,8.49,410,205.0,282.84,0.96,0.95,0.44,0.3,12.04,173.36
10,1536,116074,120130230,74,37.0,46.67,25,12.5,10.61,431,215.5,297.69,0.94,0.92,0.28,0.2,10.7,175.2
12,2250,250319,191695210,106,53.0,67.88,27,13.5,10.61,696,348.0,483.66,0.95,0.92,0.5,0.31,10.85,159.18
13,2790,368884,411712336,105,52.5,68.59,26,13.0,12.73,694,347.0,485.08,0.78,0.77,0.46,0.38,10.34,150.45
14,1960,102089,80394527,88,44.0,57.98,30,15.0,15.56,643,321.5,450.43,0.74,0.74,0.31,0.2,12.82,125.08
15,2647,188179,180808414,110,55.0,70.71,30,15.0,14.14,708,354.0,493.56,0.69,0.68,0.34,0.27,10.55,175.06
16,2403,137569,135762707,97,48.5,65.76,26,13.0,15.56,698,349.0,490.73,0.99,0.99,0.38,0.22,12.12,174.5
17,2932,305891,317655638,124,62.0,80.61,40,20.0,21.21,825,412.5,576.29,0.9,0.9,0.42,0.29,10.62,156.23
18,2525,228081,185958862,109,54.5,67.18,34,17.0,12.73,733,366.5,507.0,0.97,0.96,0.3,0.15,10.21,175.08
19,2605,170992,143078439,107,53.5,68.59,30,15.0,14.14,745,372.5,519.72,0.9,0.86,0.38,0.24,10.0,159.48
21,2761,117398,90323839,109,54.5,72.83,24,12.0,12.73,779,389.5,546.59,0.77,0.74,0.55,0.43,11.78,142.0
22,2573,188172,150404937,116,58.0,76.37,29,14.5,12.02,748,374.0,516.19,0.64,0.57,0.38,0.26,11.89,131.17
23,2661,173116,161601332,117,58.5,75.66,28,14.0,12.73,765,382.5,533.87,0.92,0.94,0.34,0.24,10.72,154.2
24,2408,150272,118636652,117,58.5,79.9,22,11.0,12.73,794,397.0,558.61,0.98,0.98,0.29,0.16,11.48,170.88
25,2104,156709,163234225,112,56.0,73.54,29,14.5,13.44,671,335.5,467.4,0.87,0.86,0.32,0.24,12.6,154.37
27,2534,125838,112351323,128,64.0,84.85,35,17.5,19.09,823,411.5,576.29,0.85,0.8,0.24,0.12,12.28,173.06
28,2455,91351,74593198,114,57.0,77.78,25,12.5,14.85,776,388.0,545.89,0.96,0.98,0.42,0.29,9.87,174.06
29,2316,219107,223113125,111,55.5,75.66,30,15.0,16.97,727,363.5,509.82,0.81,0.78,0.43,0.35,13.86,174.21
30,2238,113760,85082859,127,63.5,85.56,42,21.0,25.46,817,408.5,573.46,0.84,0.72,0.32,0.13,13.21,150.64
31,2036,95437,69307203,111,55.5,68.59,28,14.0,9.9,681,340.5,471.64,0.78,0.73,0.39,0.24,12.04,160.7
32,2139,81230,55408320,114,57.0,76.37,29,14.5,16.26,673,336.5,471.64,0.88,0.94,0.55,0.39,13.17,174.33
34,1882,126581,112316775,108,54.0,69.3,28,14.0,12.73,654,327.0,455.38,0.97,0.98,0.4,0.27,14.02,174.76
35,2076,216559,233170574,101,50.5,68.59,29,14.5,17.68,629,314.5,441.94,0.86,0.84,0.35,0.27,12.64,172.64
36,2159,122401,84532789,113,56.5,78.49,28,14.0,18.38,670,335.0,472.35,0.78,0.8,0.76,0.64,11.96,172.69
37,2278,223982,171984290,104,52.0,62.23,29,14.5,9.19,672,336.0,463.86,0.96,0.94,0.52,0.34,15.48,147.5
38,2266,278299,247471074,128,64.0,84.85,25,12.5,10.61,756,378.0,527.5,0.82,0.74,0.38,0.32,14.76,152.5
39,1897,114925,106893251,108,54.0,73.54,22,11.0,12.73,670,335.0,470.93,0.99,1.0,0.39,0.26,14.08,139.84
40,2317,414737,308904804,106,53.0,69.3,32,16.0,16.97,765,382.5,535.28,0.76,0.82,0.37,0.26,12.68,172.36
41,2280,181535,139809855,97,48.5,65.76,22,11.0,12.73,777,388.5,546.59,0.9,0.92,0.4,0.29,14.59,173.11
42,1993,207488,185148764,108,54.0,72.12,29,14.5,16.26,724,362.0,507.7,0.9,0.9,0.66,0.53,12.14,171.88
44,1878,84951,59287881,113,56.5,75.66,26,13.0,14.14,720,360.0,504.87,0.96,0.97,0.56,0.42,26.48,153.26
46,2459,69108,48699894,124,62.0,73.54,36,18.0,9.9,766,383.0,526.09,0.86,0.8,0.42,0.3,12.09,148.13
50,1991,184116,167132716,100,50.0,65.05,24,12.0,11.31,679,339.5,474.47,0.82,0.8,0.32,0.2,13.52,125.34
51,1889,188619,174215584,96,48.0,66.47,25,12.5,16.26,664,332.0,468.1,0.99,1.0,0.62,0.52,14.32,173.49
52,2375,173261,153962787,104,52.0,72.12,29,14.5,19.09,722,361.0,509.12,0.95,0.94,0.67,0.53,11.4,173.36
53,2532,386042,349445653,114,57.0,74.95,43,21.5,24.75,814,407.0,569.93,0.94,0.94,0.41,0.45,13.62,172.03
55,2435,142548,124529317,116,58.0,74.95,34,17.0,16.97,754,377.0,526.09,0.65,0.66,0.4,0.27,11.88,133.56
56,2075,96309,65260325,115,57.5,78.49,26,13.0,15.56,726,363.0,510.53,0.95,0.96,0.42,0.3,12.8,171.32
