id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,306,76711,12453501,46,23.0,31.11,73,36.5,48.79,148,74.0,103.24,0.54,0.55,0.73,0.73,26.96,176.96
2,264,83258,17598606,44,22.0,24.04,53,26.5,27.58,133,66.5,86.97,0.44,0.47,0.68,0.64,30.48,135.74
4,348,9065,5442805,48,24.0,29.7,70,35.0,45.25,140,70.0,94.75,0.84,0.86,0.45,0.5,24.04,144.43
5,358,117342,139500773,54,27.0,31.11,91,45.5,54.45,175,87.5,113.84,0.54,0.52,0.71,0.74,22.52,176.76
6,310,5839,1683224,48,24.0,26.87,61,30.5,33.23,135,67.5,85.56,0.92,0.96,0.55,0.52,24.98,164.16
7,299,7490,4072278,47,23.5,27.58,74,37.0,43.84,150,75.0,98.99,1.0,1.0,0.4,0.49,24.96,168.26
8,323,7774,1837691,50,25.0,26.87,62,31.0,35.36,142,71.0,91.92,0.94,0.94,0.34,0.36,26.44,141.76
9,373,6645,2265363,54,27.0,31.11,83,41.5,50.2,162,81.0,106.07,1.0,1.0,0.42,0.48,25.63,176.7
10,387,7440,2089506,48,24.0,29.7,48,24.0,29.7,156,78.0,106.07,1.0,1.0,0.45,0.34,20.7,153.02
11,376,117415,32964359,56,28.0,31.11,61,30.5,33.23,192,96.0,125.87,0.58,0.76,0.26,0.29,30.72,167.96
12,395,181847,59116579,55,27.5,31.82,71,35.5,43.13,181,90.5,120.92,0.36,0.32,0.1,0.07,24.12,139.37
13,454,62750,70208663,61,30.5,34.65,69,34.5,40.31,186,93.0,123.04,0.92,0.88,0.38,0.26,22.25,127.0
15,431,79157,71412142,53,26.5,36.06,90,45.0,60.81,183,91.5,126.57,1.0,1.0,0.49,0.63,19.41,177.58
17,391,20448,8604477,54,27.0,35.36,59,29.5,38.89,212,106.0,147.08,1.0,1.0,0.82,0.68,26.18,177.38
18,385,88298,100180938,53,26.5,30.41,72,36.0,43.84,200,100.0,134.35,1.0,1.0,0.22,0.12,25.94,139.49
19,574,57918,47632285,65,32.5,43.13,68,34.0,45.25,288,144.0,200.82,1.0,1.0,0.41,0.28,25.56,178.64
20,805,304867,197811792,89,44.5,61.52,68,34.0,46.67,417,208.5,293.45,0.7,0.88,0.43,0.34,23.38,82.32
21,869,229060,232381960,95,47.5,62.93,67,33.5,43.13,435,217.5,303.35,0.98,0.99,0.28,0.15,25.05,181.26
22,759,305417,309154645,77,38.5,50.2,67,33.5,43.13,402,201.0,280.01,1.0,1.0,0.4,0.26,29.1,147.12
23,726,283962,319231562,83,41.5,53.03,71,35.5,43.13,383,191.5,263.75,0.89,0.88,0.29,0.18,24.46,139.59
25,759,72608,81305407,90,45.0,59.4,51,25.5,31.82,388,194.0,268.7,0.62,0.58,0.42,0.38,24.83,102.4
26,835,38260,30815335,80,40.0,53.74,44,22.0,28.28,420,210.0,294.16,1.0,1.0,0.36,0.3,26.12,126.66
27,929,69724,69364956,95,47.5,64.35,61,30.5,40.31,466,233.0,326.68,1.0,1.0,0.38,0.31,23.4,132.08
28,789,29881,18501168,76,38.0,49.5,54,27.0,33.94,421,210.5,293.45,1.0,1.0,0.68,0.58,28.43,181.3
29,687,23185,15833931,75,37.5,48.79,56,28.0,35.36,361,180.5,251.02,1.0,1.0,0.42,0.35,26.34,110.74
30,787,42428,25915274,81,40.5,53.03,58,29.0,36.77,405,202.5,282.14,0.99,1.0,0.36,0.25,24.8,178.49
31,954,57465,43608822,94,47.0,55.15,67,33.5,34.65,520,260.0,353.55,0.88,0.8,0.34,0.3,25.6,152.76
32,953,281719,242704048,108,54.0,73.54,51,25.5,33.23,499,249.5,350.02,0.46,0.36,0.42,0.52,28.2,146.64
33,776,55932,50615191,81,40.5,53.03,52,26.0,32.53,412,206.0,287.09,0.87,0.8,0.45,0.34,34.02,110.93
34,751,446961,384866413,88,44.0,59.4,54,27.0,35.36,419,209.5,293.45,0.81,0.92,0.42,0.3,32.88,130.65
35,656,50271,37981293,74,37.0,48.08,33,16.5,19.09,366,183.0,254.56,1.0,1.0,0.46,0.35,36.54,180.92
36,751,131045,149604911,95,47.5,62.93,65,32.5,41.72,436,218.0,304.06,1.0,1.0,0.26,0.18,35.66,177.46
37,702,129098,136234445,81,40.5,53.03,81,40.5,53.03,360,180.0,250.32,1.0,1.0,0.25,0.17,33.92,177.44
38,751,38962,25580971,90,45.0,59.4,59,29.5,37.48,384,192.0,267.29,1.0,1.0,0.34,0.2,29.51,147.54
39,700,75042,49901756,91,45.5,58.69,58,29.0,35.36,394,197.0,272.94,0.8,0.9,0.38,0.28,31.83,131.37
40,825,55513,45619176,109,54.5,68.59,57,28.5,31.82,490,245.0,338.0,0.99,1.0,0.33,0.22,32.44,180.11
41,864,145795,139408867,98,49.0,67.88,58,29.0,39.6,490,245.0,345.07,0.88,0.96,0.38,0.28,31.68,82.56
42,771,209327,135971611,87,43.5,57.28,70,35.0,45.25,429,214.5,299.11,0.77,0.94,0.32,0.27,41.42,148.82
43,675,102816,114353613,90,45.0,60.81,58,29.0,38.18,388,194.0,270.11,0.66,0.6,0.44,0.43,40.36,180.36
44,840,99128,98271343,104,52.0,67.88,77,38.5,48.79,472,236.0,326.68,0.72,0.64,0.32,0.28,33.8,136.35
45,733,60192,48095023,100,50.0,62.23,59,29.5,31.82,456,228.0,313.96,0.86,0.77,0.43,0.4,37.04,153.66
47,972,179422,111395117,100,50.0,66.47,56,28.0,33.94,492,246.0,342.24,0.72,0.86,0.19,0.17,34.53,179.59
48,952,162887,183796398,102,51.0,66.47,52,26.0,29.7,514,257.0,356.38,0.7,0.7,0.4,0.32,29.83,145.62
49,710,135188,74490973,95,47.5,58.69,72,36.0,42.43,381,190.5,260.92,0.89,0.82,0.43,0.17,33.24,145.08
50,840,263179,189637216,96,48.0,62.23,59,29.5,36.06,463,231.5,318.91,0.43,0.48,0.46,0.48,28.08,179.96
51,865,82119,42238774,87,43.5,57.28,50,25.0,31.11,458,229.0,319.61,1.0,1.0,0.5,0.33,30.22,181.36
52,878,57099,51236172,86,43.0,59.4,54,27.0,36.77,469,234.5,330.22,1.0,1.0,0.64,0.55,28.24,181.14
53,877,38088,22043565,93,46.5,64.35,38,19.0,25.46,490,245.0,345.07,1.0,1.0,0.46,0.36,34.9,78.06
54,812,82580,84207552,91,45.5,57.28,57,28.5,33.23,479,239.5,331.63,0.92,0.85,0.37,0.34,32.64,180.9
55,709,206278,261260535,95,47.5,61.52,53,26.5,31.82,418,209.0,289.91,1.0,1.0,0.2,0.15,35.15,154.38
56,805,327813,388399682,93,46.5,57.28,54,27.0,29.7,447,223.5,307.59,0.84,0.71,0.34,0.22,30.18,160.58
57,830,196610,223590561,92,46.0,57.98,75,37.5,45.96,451,225.5,311.83,0.82,0.72,0.2,0.11,32.24,126.58
59,825,119963,133216999,99,49.5,62.93,77,38.5,45.96,474,237.0,326.68,1.0,1.0,0.3,0.21,32.62,162.97
60,712,230338,185675955,92,46.0,62.23,85,42.5,55.86,397,198.5,276.48,0.83,0.88,0.76,0.7,30.12,179.44
62,637,383103,482968462,97,48.5,62.93,86,43.0,55.15,351,175.5,242.54,0.75,0.72,0.48,0.38,32.6,150.57
63,667,169714,79262860,93,46.5,60.1,61,30.5,37.48,390,195.0,270.11,0.72,0.83,0.64,0.48,31.3,179.58
65,530,37440,13428183,75,37.5,48.79,59,29.5,37.48,305,152.5,210.01,0.8,0.72,0.47,0.42,31.66,124.71
66,639,203732,171748545,82,41.0,55.15,86,43.0,56.57,315,157.5,217.08,0.53,0.43,0.13,0.11,33.26,148.78
67,575,208428,126665252,91,45.5,60.1,66,33.0,42.43,331,165.5,229.81,0.72,0.92,0.53,0.39,32.54,180.27
68,477,48495,13261913,76,38.0,46.67,74,37.0,45.25,288,144.0,196.58,0.99,1.0,0.49,0.4,36.58,125.12
69,466,125715,100846704,88,44.0,60.81,70,35.0,48.08,300,150.0,210.72,1.0,1.0,0.4,0.28,28.5,76.52
70,600,58063,25351764,83,41.5,55.86,68,34.0,45.25,355,177.5,248.19,0.99,1.0,0.72,0.6,30.76,179.23
72,433,86421,73103143,76,38.0,48.08,73,36.5,45.96,231,115.5,157.68,0.6,0.59,0.55,0.54,26.08,161.64
73,411,39482,33844677,73,36.5,47.38,63,31.5,40.31,242,121.0,162.63,0.62,0.57,0.48,0.4,31.18,142.95
74,438,64414,19678296,71,35.5,47.38,88,44.0,59.4,268,134.0,182.43,0.24,0.24,0.4,0.41,30.39,127.26
75,369,99236,20316374,69,34.5,43.13,65,32.5,40.31,217,108.5,147.79,0.47,0.6,0.29,0.38,33.2,177.88
76,289,47582,17397794,64,32.0,38.18,60,30.0,35.36,179,89.5,119.5,0.62,0.68,0.29,0.34,32.84,119.0
77,313,106086,28724493,64,32.0,36.77,55,27.5,30.41,187,93.5,123.74,0.57,0.76,0.27,0.28,30.0,162.61
78,319,18186,11988865,63,31.5,40.31,54,27.0,33.94,197,98.5,135.06,0.66,0.5,0.3,0.3,24.22,179.07
79,262,198263,34082223,60,30.0,38.18,52,26.0,32.53,160,80.0,108.89,0.52,0.57,0.22,0.26,33.12,146.38
80,244,251902,150806814,55,27.5,37.48,47,23.5,30.41,144,72.0,98.99,0.52,0.54,0.48,0.62,30.6,176.9
81,333,85445,19619433,65,32.5,36.06,74,37.0,42.43,184,92.0,120.21,0.56,0.68,0.84,0.8,28.42,153.63
83,308,5922,1764493,51,25.5,33.23,76,38.0,50.91,168,84.0,115.97,0.74,0.67,0.48,0.48,22.88,178.14
84,293,45201,12475043,53,26.5,33.23,65,32.5,41.72,144,72.0,97.58,0.56,0.58,0.53,0.57,22.84,114.44
85,271,45750,31234211,50,25.0,31.11,74,37.0,46.67,135,67.5,89.8,0.76,0.92,0.73,0.86,27.31,155.48
86,267,5150,2539224,54,27.0,31.11,92,46.0,57.98,148,74.0,97.58,0.92,0.85,0.64,0.7,24.97,138.34
