id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,108,816,226474,69,6.27,2.87,73,6.64,4.65,96,8.73,5.66,0.82,0.81,0.35,0.41,10.12,130.57
1,133,2170,1507701,75,6.25,2.22,80,6.67,4.31,120,10.0,6.95,0.75,0.73,0.48,0.56,6.77,134.42
2,98,728,423169,57,5.7,2.63,59,5.9,2.13,86,8.6,5.44,0.79,0.78,0.43,0.48,8.04,119.12
3,99,643,307665,63,6.3,1.89,69,6.9,2.92,89,8.9,3.18,0.81,0.83,0.54,0.58,6.76,134.16
4,125,1535,1078209,79,7.18,2.93,82,7.45,2.5,109,9.91,5.63,0.8,0.78,0.57,0.61,8.32,125.94
5,101,3159,2863128,59,5.36,2.25,68,6.18,3.54,81,7.36,4.08,0.78,0.76,0.56,0.58,12.17,113.33
6,150,2076,1568994,69,6.9,3.07,107,10.7,13.15,99,9.9,5.32,0.78,0.74,0.59,0.68,7.27,123.74
7,219,3344,2434688,85,7.08,4.42,138,11.5,15.53,142,11.83,13.74,0.82,0.79,0.49,0.53,5.14,140.06
8,205,4204,2840015,103,7.36,4.94,113,8.07,6.21,164,11.71,14.79,0.75,0.73,0.4,0.52,6.86,134.71
9,124,1009,586741,81,6.75,3.05,85,7.08,3.03,110,9.17,5.54,0.72,0.75,0.41,0.47,5.93,134.74
10,95,637,192847,63,5.73,2.97,67,6.09,3.86,82,7.45,4.68,0.86,0.83,0.37,0.39,4.73,144.42
11,135,1394,845668,83,6.38,2.29,100,7.69,4.79,120,9.23,5.7,0.76,0.73,0.56,0.72,7.22,147.31
12,200,5914,5013592,95,8.64,6.0,105,9.55,5.84,159,14.45,19.17,0.84,0.8,0.48,0.58,6.1,112.08
13,230,9183,8261350,93,7.15,5.08,152,11.69,12.55,151,11.62,13.78,0.82,0.79,0.45,0.54,5.17,110.4
14,354,12264,8512842,103,7.92,9.11,127,9.77,11.81,249,19.15,42.01,0.87,0.85,0.48,0.57,5.21,131.12
15,274,36368,48366570,94,8.55,8.24,95,8.64,7.26,194,17.64,31.68,0.79,0.78,0.44,0.52,6.93,115.2
16,239,9232,7189855,98,7.54,7.63,87,6.69,6.71,190,14.62,28.34,0.84,0.82,0.42,0.49,6.53,132.18
17,193,14769,13041368,77,7.0,7.31,64,5.82,5.53,161,14.64,25.78,0.78,0.79,0.5,0.56,7.33,116.52
