id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,469,51191,58010133,223,7.69,5.63,199,6.86,3.36,337,11.62,16.88,0.69,0.64,0.44,0.44,5.14,160.82
1,579,23760,21469241,241,8.31,7.82,213,7.34,3.42,381,13.14,22.57,0.83,0.81,0.42,0.39,3.87,176.32
2,435,3544,1588524,211,7.28,6.41,178,6.14,3.0,342,11.79,19.78,0.76,0.72,0.47,0.47,5.39,173.59
3,635,14683,8436324,194,8.08,9.55,145,6.04,3.44,347,14.46,30.06,0.71,0.69,0.5,0.48,5.75,165.87
4,441,5456,1167672,214,7.64,6.62,188,6.71,3.17,330,11.79,17.13,0.82,0.8,0.48,0.46,4.9,172.72
5,610,26146,11671685,214,7.13,6.61,165,5.5,3.15,337,11.23,18.97,0.69,0.69,0.47,0.46,3.64,153.62
6,503,35639,33612812,236,7.38,6.94,196,6.12,3.29,357,11.16,18.17,0.78,0.77,0.42,0.44,4.8,156.48
7,452,9523,7539891,234,8.07,6.34,200,6.9,3.47,344,11.86,16.8,0.83,0.8,0.45,0.41,6.1,166.95
8,453,101588,54482054,205,7.07,7.37,176,6.07,3.58,308,10.62,16.8,0.76,0.74,0.46,0.45,4.95,172.4
9,425,29027,3584391,186,7.75,6.61,150,6.25,3.44,277,11.54,16.89,0.82,0.79,0.47,0.43,5.3,143.66
10,702,7415,4790778,208,7.7,6.57,177,6.56,3.54,328,12.15,18.71,0.81,0.79,0.43,0.42,4.54,159.46
11,421,4080,2531310,217,7.75,6.76,191,6.82,4.39,320,11.43,17.02,0.81,0.77,0.46,0.43,4.01,161.69
12,491,45068,24210755,203,7.52,7.06,184,6.81,4.22,325,12.04,19.64,0.73,0.69,0.45,0.43,6.24,160.23
13,543,13790,12988386,256,8.26,6.12,205,6.61,3.15,376,12.13,17.77,0.73,0.67,0.46,0.44,10.78,160.6
14,440,7273,2115352,229,7.63,5.51,205,6.83,3.74,341,11.37,14.22,0.74,0.7,0.51,0.48,5.24,166.03
15,609,41320,26789732,208,7.17,6.21,179,6.17,3.51,329,11.34,18.68,0.72,0.7,0.44,0.43,6.38,154.79
16,441,20855,10941510,219,7.55,5.61,203,7.0,3.87,339,11.69,15.59,0.78,0.77,0.47,0.46,4.3,167.65
17,498,50777,25487381,189,7.0,7.62,138,5.11,3.38,342,12.67,24.33,0.73,0.71,0.5,0.47,6.56,147.96
18,502,19851,15656806,221,7.37,7.2,176,5.87,3.42,363,12.1,20.83,0.75,0.71,0.4,0.37,8.75,150.32
19,416,8432,6307664,169,6.26,6.24,145,5.37,2.54,286,10.59,19.92,0.85,0.83,0.49,0.49,3.92,160.51
20,485,21331,16836412,186,6.64,5.93,156,5.57,2.97,307,10.96,20.15,0.76,0.72,0.49,0.48,3.6,172.5
21,413,45604,19276086,197,6.79,5.86,162,5.59,2.88,297,10.24,17.38,0.77,0.76,0.55,0.55,7.44,156.29
22,394,9712,7547878,190,6.55,5.38,156,5.38,3.37,302,10.41,20.67,0.75,0.68,0.5,0.47,4.98,171.81
23,454,20771,13280761,194,7.46,9.19,152,5.85,4.28,320,12.31,26.55,0.81,0.78,0.48,0.48,5.88,176.56
24,349,28600,10123087,142,5.68,7.45,102,4.08,3.05,255,10.2,24.75,0.82,0.81,0.45,0.41,9.62,165.17
25,362,24459,25968251,144,5.76,6.52,101,4.04,2.85,257,10.28,20.89,0.72,0.71,0.47,0.44,4.87,154.39
26,494,18849,14148291,188,6.48,6.07,150,5.17,3.48,356,12.28,25.82,0.69,0.66,0.5,0.49,6.21,157.63
27,532,19560,13515501,216,7.71,8.98,135,4.82,3.2,401,14.32,24.27,0.75,0.7,0.48,0.45,11.12,164.29
28,642,27950,25461153,214,6.9,6.69,146,4.71,2.21,443,14.29,24.97,0.83,0.82,0.41,0.37,3.67,162.97
29,865,32090,34125834,232,8.59,9.92,133,4.93,3.11,580,21.48,39.57,0.85,0.84,0.52,0.49,4.27,168.04
