id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,178,2073,766317,58,8.29,6.26,50,7.14,4.26,124,17.71,20.52,0.85,0.85,0.53,0.52,12.83,134.86
1,277,5957,1316881,47,6.71,4.42,40,5.71,2.43,107,15.29,18.18,0.75,0.78,0.53,0.51,13.32,138.22
2,252,3092,862473,48,6.86,3.08,40,5.71,1.6,115,16.43,16.27,0.73,0.74,0.4,0.38,11.97,128.34
3,187,5387,2820826,56,8.0,4.65,53,7.57,3.31,129,18.43,19.21,0.66,0.65,0.49,0.5,17.7,126.68
4,333,6267,2208505,59,8.43,4.61,56,8.0,3.65,124,17.71,17.12,0.77,0.79,0.42,0.41,10.49,118.31
5,293,5373,3005802,60,8.57,5.32,97,13.86,20.59,163,23.29,21.16,0.8,0.81,0.49,0.46,14.97,108.39
6,290,5383,1819191,74,9.25,5.97,158,19.75,31.92,153,19.12,19.39,0.81,0.81,0.43,0.44,13.45,129.14
7,413,6154,1956198,69,9.86,6.49,173,24.71,45.27,122,17.43,14.41,0.87,0.88,0.51,0.5,17.45,107.42
8,384,5145,1592247,58,9.67,3.27,186,31.0,50.82,111,18.5,13.53,0.85,0.85,0.54,0.53,15.73,103.58
9,261,3569,872380,51,7.29,4.75,155,22.14,44.99,103,14.71,14.24,0.75,0.74,0.45,0.43,18.76,118.85
10,470,9950,3606929,65,9.29,6.52,182,26.0,49.96,139,19.86,22.7,0.83,0.86,0.5,0.47,16.2,103.27
11,363,5567,1839829,61,8.71,3.99,143,20.43,36.97,122,17.43,17.24,0.75,0.72,0.36,0.37,13.46,129.79
12,341,9841,8302079,71,8.88,5.77,163,20.38,37.37,151,18.88,24.62,0.69,0.68,0.49,0.47,8.67,104.26
13,521,7491,3771496,97,12.12,8.51,287,35.88,48.03,232,29.0,33.44,0.74,0.74,0.39,0.38,9.58,120.85
14,391,15083,13075541,65,9.29,4.92,192,27.43,37.73,145,20.71,18.17,0.64,0.61,0.45,0.39,13.71,103.75
15,326,11740,6714332,77,11.0,7.77,173,24.71,39.42,168,24.0,31.85,0.78,0.78,0.47,0.45,9.53,123.87
16,404,10477,8356893,84,10.5,7.82,114,14.25,14.95,197,24.62,32.76,0.77,0.77,0.36,0.34,11.69,137.43
17,367,20827,19617940,75,9.38,8.05,93,11.62,16.97,218,27.25,37.5,0.62,0.6,0.38,0.36,12.48,109.98
18,546,77856,93685287,91,11.38,11.1,95,11.88,15.23,332,41.5,66.61,0.69,0.68,0.38,0.38,11.45,113.19
19,582,116460,120338929,87,12.43,10.21,108,15.43,17.89,308,44.0,62.75,0.78,0.83,0.36,0.33,12.26,118.1
20,784,61919,57641429,109,15.57,14.77,90,12.86,8.34,469,67.0,95.75,0.79,0.79,0.37,0.4,14.21,123.17
21,779,116655,114862681,112,14.0,13.44,95,11.88,9.37,457,57.12,86.2,0.71,0.7,0.42,0.43,12.74,107.3
22,1811,164343,145117752,136,17.0,18.46,120,15.0,12.94,770,96.25,157.58,0.72,0.72,0.41,0.4,11.24,111.25
23,2302,324967,336978094,152,19.0,25.98,111,13.88,13.07,993,124.12,227.12,0.71,0.72,0.46,0.48,11.65,121.11
24,3309,292995,288420554,114,19.0,20.98,83,13.83,8.54,1070,178.33,286.71,0.79,0.79,0.42,0.4,14.49,108.9
25,2755,397655,441243877,124,15.5,19.99,69,8.62,6.32,870,108.75,202.4,0.71,0.7,0.45,0.44,8.94,109.38
26,2338,309887,332483631,117,13.0,17.08,65,7.22,6.48,751,83.44,162.51,0.7,0.71,0.37,0.38,11.5,110.3
27,1522,255997,265713698,115,16.43,18.55,78,11.14,6.67,624,89.14,150.12,0.76,0.73,0.36,0.35,14.16,112.37
28,2355,250797,235513001,141,20.14,26.98,89,12.71,12.47,902,128.86,232.7,0.77,0.78,0.38,0.32,12.25,119.57
29,3425,260126,243474198,146,18.25,30.83,78,9.75,9.36,1132,141.5,312.55,0.62,0.67,0.51,0.46,14.26,112.91
30,2485,336747,345687102,144,20.57,25.4,71,10.14,7.03,896,128.0,240.95,0.81,0.81,0.52,0.53,19.44,121.41
31,2620,378329,425833557,131,18.71,25.25,68,9.71,5.56,886,126.57,246.8,0.77,0.77,0.52,0.49,21.03,112.17
32,1656,97316,67094505,127,18.14,24.74,64,9.14,6.82,708,101.14,187.78,0.8,0.82,0.45,0.41,25.18,130.54
33,2216,682291,784441786,139,19.86,24.57,79,11.29,9.98,998,142.57,269.59,0.66,0.64,0.29,0.31,10.77,118.83
