id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,923,25804,20166552,114,8.77,4.97,581,44.69,97.03,253,19.46,25.04,0.97,0.98,0.54,0.56,22.25,126.14
1,964,19666,12701038,114,8.14,5.39,578,41.29,95.73,252,18.0,23.46,0.89,0.9,0.51,0.55,13.65,123.83
2,958,97660,99320703,108,7.71,4.83,564,40.29,94.24,283,20.21,30.77,0.81,0.84,0.52,0.54,17.18,132.4
3,914,27864,21552628,113,7.53,4.44,541,36.07,83.91,267,17.8,24.0,0.79,0.78,0.5,0.51,19.65,128.37
4,1092,100066,89390529,121,8.07,5.16,628,41.87,101.51,280,18.67,23.47,0.87,0.87,0.51,0.54,19.81,117.27
5,1167,53966,53885802,138,8.12,8.28,668,39.29,105.33,330,19.41,30.08,0.89,0.89,0.49,0.46,28.27,128.82
6,1242,272715,218782845,145,9.06,7.68,732,45.75,122.15,386,24.12,38.54,0.9,0.9,0.43,0.47,16.16,137.4
7,1084,75366,27679691,144,9.0,8.88,626,39.12,94.59,322,20.12,27.45,0.8,0.81,0.55,0.64,24.14,118.23
8,1058,71587,68434525,128,8.53,6.32,613,40.87,95.51,282,18.8,23.75,0.78,0.76,0.42,0.5,13.99,122.91
9,1057,88233,76899296,129,8.06,5.32,562,35.12,84.08,301,18.81,24.64,0.74,0.72,0.48,0.47,13.27,124.56
10,1402,124288,135140341,174,9.67,10.75,671,37.28,93.69,461,25.61,49.5,0.81,0.81,0.41,0.48,7.92,116.93
11,1300,124906,108686876,160,10.67,8.88,641,42.73,101.67,435,29.0,44.31,0.74,0.75,0.38,0.47,15.7,122.73
12,1317,90741,66013842,180,9.47,7.72,531,27.95,73.82,480,25.26,45.66,0.85,0.87,0.44,0.5,17.92,126.49
13,1737,269864,208399109,165,10.31,12.46,498,31.12,84.05,623,38.94,87.34,0.9,0.91,0.55,0.63,18.39,120.2
14,2667,229742,209117500,199,11.71,13.59,542,31.88,82.36,811,47.71,118.61,0.8,0.82,0.42,0.48,19.24,132.65
15,3616,388367,226363837,212,11.16,13.79,533,28.05,76.73,877,46.16,128.41,0.9,0.9,0.46,0.52,23.17,126.96
16,3925,380065,317846505,191,11.94,17.09,475,29.69,73.13,1025,64.06,181.84,0.89,0.89,0.51,0.59,30.24,121.33
17,4256,529771,421289446,224,16.0,20.67,535,38.21,81.31,1153,82.36,212.48,0.81,0.8,0.47,0.54,36.05,114.66
18,4484,361810,263745459,228,15.2,20.17,535,35.67,77.91,1175,78.33,200.68,0.92,0.89,0.44,0.56,29.55,118.49
19,4178,395234,267958886,226,15.07,23.51,516,34.4,80.54,1163,77.53,199.67,0.89,0.87,0.53,0.57,35.93,116.76
20,4446,288111,226902031,253,14.06,21.6,488,27.11,66.86,1224,68.0,196.81,0.85,0.83,0.47,0.53,22.45,134.01
21,4197,485622,326466931,227,16.21,22.88,446,31.86,70.2,1167,83.36,215.87,0.86,0.88,0.45,0.47,39.24,109.75
22,4466,423912,327076819,241,16.07,23.79,475,31.67,68.08,1178,78.53,207.75,0.89,0.91,0.43,0.47,43.49,112.24
23,5151,552911,413516930,252,16.8,24.21,437,29.13,64.12,1337,89.13,250.42,0.8,0.78,0.47,0.52,28.81,125.48
24,4282,225779,133316763,216,15.43,24.53,399,28.5,68.73,1156,82.57,227.01,0.78,0.79,0.54,0.57,29.67,115.69
25,3691,323410,228474789,215,15.36,24.34,366,26.14,56.14,1155,82.5,221.96,1.0,1.0,0.46,0.54,37.33,124.43
26,4462,383112,286503760,256,14.22,26.35,443,24.61,60.31,1274,70.78,214.79,0.83,0.86,0.49,0.58,33.06,118.78
27,4008,280528,199796722,232,14.5,23.9,414,25.88,61.3,1193,74.56,218.39,0.83,0.82,0.5,0.53,38.95,132.46
28,3963,294199,230515585,282,14.84,23.71,404,21.26,51.85,1271,66.89,192.37,0.95,0.97,0.46,0.56,33.48,109.47
29,3604,731412,498146615,221,15.79,24.44,404,28.86,63.8,1097,78.36,196.9,0.89,0.89,0.48,0.51,35.6,108.48
30,3772,909534,672794754,255,15.94,23.48,397,24.81,54.2,1151,71.94,185.57,0.91,0.91,0.47,0.51,41.28,128.2
31,3190,313814,184258273,220,14.67,22.66,366,24.4,59.62,1007,67.13,171.07,0.87,0.87,0.45,0.53,37.58,119.86
32,3251,473517,397130417,223,15.93,24.08,337,24.07,56.25,1021,72.93,186.67,0.92,0.92,0.49,0.57,42.41,122.82
33,3025,245580,172414700,225,16.07,24.21,344,24.57,55.61,1026,73.29,181.29,0.92,0.92,0.42,0.44,40.66,110.94
34,3612,365494,280189270,236,13.88,22.9,365,21.47,49.45,1091,64.18,183.64,0.88,0.9,0.47,0.53,31.97,123.15
35,2907,277612,183560490,225,17.31,24.17,339,26.08,57.78,985,75.77,174.0,0.91,0.91,0.41,0.48,44.01,109.93
36,2970,225944,108003969,183,15.25,23.11,329,27.42,57.27,928,77.33,185.42,0.89,0.91,0.52,0.54,53.4,102.64
37,3022,376681,318983661,228,15.2,24.79,316,21.07,51.97,1047,69.8,189.47,0.82,0.81,0.5,0.58,43.78,118.69
38,3242,404301,305166099,212,15.14,22.83,312,22.29,52.04,1075,76.79,201.94,0.84,0.83,0.44,0.46,50.44,99.56
39,2958,254398,203842630,240,17.14,26.33,384,27.43,76.67,1068,76.29,186.6,0.9,0.94,0.51,0.5,38.6,117.21
40,3494,279665,196703282,218,15.57,28.25,298,21.29,56.53,1137,81.21,224.14,0.88,0.88,0.5,0.58,45.96,120.01
41,3353,405006,299725916,242,16.13,22.93,360,24.0,59.91,1134,75.6,195.28,0.81,0.8,0.45,0.52,44.88,114.99
42,3052,214903,120883494,221,18.42,24.03,346,28.83,66.85,1048,87.33,201.18,0.87,0.87,0.57,0.55,52.03,106.63
43,2922,644635,427993954,224,17.23,22.68,333,25.62,59.13,1008,77.54,184.25,0.86,0.85,0.47,0.53,48.47,122.85
44,2961,225678,143004831,226,15.07,20.51,363,24.2,57.35,967,64.47,163.86,0.91,0.93,0.51,0.54,43.67,121.24
45,3188,425597,289242368,215,16.54,22.58,349,26.85,65.5,1007,77.46,189.93,0.85,0.83,0.55,0.59,58.34,119.09
46,3788,223379,157628439,222,17.08,24.91,374,28.77,70.35,1117,85.92,217.14,0.79,0.81,0.48,0.48,45.43,104.95
47,3060,300723,176922446,224,14.93,23.47,356,23.73,59.61,1057,70.47,179.42,0.85,0.86,0.6,0.62,35.26,108.9
48,3481,390453,253610365,212,15.14,23.13,399,28.5,66.19,1067,76.21,194.98,0.86,0.87,0.53,0.54,52.56,125.48
49,3185,308539,176562293,219,13.69,20.65,420,26.25,67.98,1011,63.19,167.59,0.83,0.79,0.54,0.55,41.1,113.21
50,3154,209329,144562533,225,15.0,23.68,417,27.8,68.97,1014,67.6,176.59,0.81,0.78,0.5,0.57,41.77,112.14
51,3315,2015213,1405768478,266,19.0,26.55,496,35.43,101.93,1171,83.64,192.8,0.81,0.81,0.51,0.53,46.17,104.02
52,3212,344820,220778721,220,13.75,22.9,451,28.19,82.67,1045,65.31,175.8,0.81,0.81,0.57,0.64,42.07,113.77
53,3481,271601,137686476,241,14.18,21.28,388,22.82,61.54,1079,63.47,166.2,0.86,0.86,0.57,0.54,42.91,105.78
54,3211,359207,270716733,226,16.14,24.67,356,25.43,66.3,1093,78.07,199.41,0.88,0.9,0.48,0.47,48.45,105.91
55,3416,347794,256540761,247,13.0,20.9,386,20.32,57.41,1096,57.68,167.49,0.73,0.72,0.45,0.52,38.34,122.87
56,3303,334960,184838374,204,12.75,19.25,370,23.12,60.65,1009,63.06,171.03,0.84,0.83,0.42,0.51,39.23,109.44
57,3527,362851,272146538,245,18.85,27.25,378,29.08,71.33,1127,86.69,218.1,0.79,0.78,0.45,0.49,47.84,112.66
58,3387,505649,277930279,233,15.53,27.01,405,27.0,71.61,1129,75.27,202.59,0.85,0.84,0.43,0.46,41.06,113.82
59,3129,353302,226380682,233,16.64,24.42,366,26.14,66.39,1077,76.93,188.93,0.87,0.85,0.49,0.59,40.02,109.06
60,3273,361689,190148682,237,18.23,26.73,364,28.0,67.76,1142,87.85,199.96,0.91,0.94,0.46,0.48,44.83,104.07
61,3164,944358,583721015,244,17.43,24.86,412,29.43,75.22,1030,73.57,169.28,0.9,0.89,0.43,0.45,50.49,112.19
62,3074,913456,656099879,254,14.94,22.63,369,21.71,53.89,1059,62.29,159.22,0.86,0.85,0.45,0.53,37.47,122.75
63,3366,228194,125301245,275,19.64,29.82,483,34.5,98.17,1151,82.21,190.73,0.96,0.93,0.51,0.52,39.41,107.96
64,3052,204042,109886657,210,14.0,20.74,333,22.2,55.38,999,66.6,173.77,0.8,0.8,0.56,0.56,33.99,126.85
65,3342,252944,177765536,226,11.89,19.75,339,17.84,48.65,1027,54.05,156.11,0.81,0.82,0.47,0.5,31.09,127.83
66,3518,369817,272166024,213,19.36,28.76,287,26.09,56.76,1048,95.27,223.54,0.95,0.93,0.48,0.52,40.65,119.19
67,3513,314845,263260597,211,15.07,23.39,352,25.14,62.61,1066,76.14,201.01,0.97,0.99,0.44,0.48,40.95,105.47
68,3530,202674,115306069,227,13.35,23.11,363,21.35,58.53,1122,66.0,178.9,0.82,0.81,0.53,0.6,34.98,123.54
69,2983,223883,176459044,201,13.4,20.11,320,21.33,55.27,1019,67.93,177.18,0.79,0.78,0.51,0.59,35.53,122.0
70,3204,242284,181490228,209,14.93,23.3,331,23.64,64.18,1010,72.14,185.29,0.84,0.85,0.49,0.56,33.13,115.08
71,3054,649114,462263763,210,14.0,22.28,365,24.33,66.81,978,65.2,171.19,0.85,0.85,0.44,0.54,32.34,129.81
72,2863,1378316,1419790396,200,15.38,25.2,306,23.54,57.33,980,75.38,188.47,0.85,0.86,0.4,0.42,33.1,113.22
73,3066,279444,167468510,209,14.93,23.09,432,30.86,65.24,996,71.14,178.61,0.79,0.78,0.44,0.54,18.08,134.65
74,3100,166854,114596650,208,14.86,23.97,362,25.86,59.6,1024,73.14,188.39,0.87,0.88,0.46,0.46,27.41,118.24
75,3016,260396,214449564,227,14.19,24.23,655,40.94,98.8,957,59.81,158.34,0.93,0.92,0.45,0.52,35.34,105.12
76,2796,327709,205570211,194,13.86,20.85,399,28.5,70.39,997,71.21,184.55,0.87,0.87,0.53,0.59,44.91,121.1
77,2783,248924,193019262,209,14.93,23.96,373,26.64,64.77,949,67.79,168.33,0.71,0.68,0.49,0.52,18.18,111.22
78,2060,160435,123300493,195,13.0,20.87,375,25.0,59.74,792,52.8,133.99,0.85,0.86,0.51,0.53,45.21,109.49
79,1661,211579,147246158,167,13.92,18.12,380,31.67,60.68,650,54.17,121.85,0.93,0.94,0.49,0.51,34.46,126.57
80,1284,120344,48880981,159,12.23,15.59,314,24.15,58.43,523,40.23,78.34,0.83,0.84,0.51,0.59,50.29,117.07
81,1189,124839,96525008,142,10.14,12.32,349,24.93,61.37,486,34.71,68.25,0.82,0.82,0.46,0.51,24.96,116.41
82,974,178065,116731763,138,11.5,12.79,348,29.0,65.64,425,35.42,62.45,1.0,1.0,0.46,0.59,26.68,122.23
83,1148,98726,75279835,150,10.0,12.84,409,27.27,58.48,436,29.07,54.59,0.84,0.84,0.45,0.5,28.7,120.75
84,949,183207,116410663,125,8.33,9.78,327,21.8,56.71,336,22.4,38.44,0.83,0.84,0.49,0.49,22.51,120.8
85,958,227867,173780584,130,10.83,9.34,363,30.25,66.63,340,28.33,41.04,0.8,0.78,0.45,0.48,39.94,116.36
86,964,94211,94053194,135,9.0,8.81,372,24.8,62.2,355,23.67,37.53,0.85,0.85,0.62,0.66,30.32,132.26
87,845,105840,39017106,122,8.13,9.13,373,24.87,66.65,308,20.53,33.0,0.81,0.8,0.44,0.5,37.88,115.19
88,805,47189,31942977,125,7.35,7.04,370,21.76,60.47,296,17.41,27.21,0.77,0.74,0.54,0.59,27.6,116.64
89,801,45038,31591392,121,7.56,8.79,309,19.31,52.27,308,19.25,31.81,0.9,0.88,0.44,0.56,32.3,111.84
90,753,51828,45894584,119,7.44,7.78,332,20.75,54.24,287,17.94,27.7,0.87,0.86,0.5,0.55,22.95,108.93
91,809,97935,98558568,112,8.0,7.66,330,23.57,60.89,321,22.93,35.26,0.81,0.8,0.44,0.49,23.14,118.89
92,885,52925,25918256,102,8.5,8.65,401,33.42,85.95,313,26.08,38.8,0.82,0.77,0.49,0.49,28.52,111.89
