id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,36,210,26992,13,6.5,0.71,12,6.0,0.0,32,16.0,8.49,0.67,0.72,0.4,0.34,24.51,169.88
1,34,261,162341,15,7.5,0.71,13,6.5,0.71,32,16.0,7.07,0.74,0.76,0.38,0.44,9.0,174.1
2,25,96,18606,13,6.5,3.54,11,5.5,2.12,25,12.5,3.54,0.38,0.46,0.3,0.21,22.02,185.36
4,24,173,20242,8,4.0,2.83,7,3.5,2.12,23,11.5,9.19,0.55,0.58,0.48,0.38,18.48,177.78
7,20,81,11513,8,4.0,1.41,7,3.5,2.12,18,9.0,1.41,0.57,0.61,0.55,0.32,39.17,171.86
8,33,99,31386,13,6.5,2.12,13,6.5,0.71,33,16.5,4.95,0.6,0.63,0.39,0.32,10.94,183.56
9,20,348,111341,11,5.5,2.12,11,5.5,2.12,20,10.0,7.07,0.79,0.82,0.32,0.49,18.17,132.3
10,55,422,164708,16,8.0,4.24,13,6.5,2.12,49,24.5,16.26,0.56,0.59,0.44,0.34,14.08,133.14
11,75,23095,21597237,15,7.5,6.36,11,5.5,3.54,60,30.0,28.28,0.58,0.6,0.4,0.22,7.78,156.01
12,97,3616,2179824,28,14.0,9.9,14,7.0,1.41,65,32.5,31.82,0.63,0.62,0.35,0.26,12.3,130.15
13,84,1522,799091,25,12.5,7.78,14,7.0,1.41,52,26.0,21.21,0.65,0.66,0.44,0.45,16.27,133.94
14,202,6651,2415662,40,20.0,24.04,9,4.5,2.12,150,75.0,97.58,0.54,0.55,0.47,0.3,6.74,139.79
15,194,7300,3287013,38,19.0,24.04,13,6.5,7.78,134,67.0,91.92,0.48,0.49,0.57,0.56,9.84,137.39
16,122,6293,3663045,37,18.5,16.26,11,5.5,0.71,94,47.0,50.91,0.66,0.68,0.44,0.25,10.48,148.11
17,115,3350,1639416,33,16.5,13.44,18,9.0,5.66,85,42.5,45.96,0.67,0.68,0.36,0.24,8.6,136.49
18,120,2867,1257872,39,19.5,20.51,11,5.5,2.12,95,47.5,57.28,0.71,0.73,0.4,0.31,8.48,113.9
