id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,86,4755,3576489,45,7.5,5.39,37,6.17,3.6,68,11.33,12.66,0.5,0.54,0.41,0.3,12.44,174.91
1,93,697,245799,47,7.83,4.26,41,6.83,2.56,69,11.5,12.61,0.93,0.87,0.26,0.28,11.33,185.08
2,73,2703,2203993,43,6.14,4.53,37,5.29,2.29,62,8.86,10.35,0.77,0.76,0.45,0.41,15.94,168.15
3,54,508,144188,29,7.25,2.22,22,5.5,1.29,43,10.75,6.5,0.77,0.77,0.48,0.41,5.97,177.94
4,74,941,179313,50,8.33,3.56,42,7.0,2.19,64,10.67,7.97,0.7,0.74,0.28,0.28,7.8,163.31
5,86,959,410528,44,7.33,4.41,45,7.5,3.94,71,11.83,13.39,0.83,0.82,0.36,0.29,11.17,151.89
6,71,1056,123031,44,6.29,3.09,44,6.29,2.81,63,9.0,7.92,0.62,0.47,0.39,0.52,16.53,171.27
7,87,991,172121,48,8.0,4.38,42,7.0,3.03,66,11.0,9.63,0.75,0.67,0.46,0.53,18.74,176.27
8,86,1002,161635,48,8.0,5.33,44,7.33,3.27,67,11.17,10.5,0.58,0.57,0.4,0.31,23.29,180.88
9,86,1212,184736,47,7.83,5.78,42,7.0,3.46,68,11.33,10.86,0.6,0.57,0.41,0.32,8.49,139.5
10,103,733,186316,58,9.67,5.92,53,8.83,4.4,85,14.17,13.78,0.88,0.87,0.6,0.59,6.16,182.5
11,129,2712,1824183,62,8.86,5.08,50,7.14,2.19,95,13.57,15.26,0.63,0.62,0.4,0.36,15.32,148.83
12,137,3933,1325995,51,7.29,7.87,37,5.29,2.56,100,14.29,25.49,0.88,0.85,0.45,0.43,3.19,182.1
13,108,2446,747259,52,7.43,5.83,43,6.14,2.12,85,12.14,15.08,0.73,0.72,0.43,0.35,8.5,157.58
14,95,1353,332743,45,7.5,6.16,32,5.33,2.42,79,13.17,19.07,0.66,0.67,0.61,0.53,10.57,159.2
15,87,1605,463782,41,6.83,5.88,32,5.33,2.42,67,11.17,13.88,0.61,0.56,0.4,0.36,12.04,133.0
16,113,1904,872973,47,9.4,8.35,30,6.0,1.22,89,17.8,25.89,0.81,0.8,0.4,0.34,3.64,170.05
17,115,17438,15780568,48,6.86,7.2,36,5.14,3.24,100,14.29,25.02,0.56,0.52,0.37,0.37,22.54,161.43
18,85,1191,572028,45,7.5,5.75,37,6.17,3.13,72,12.0,14.31,0.66,0.61,0.53,0.51,17.44,158.96
19,83,1963,525078,54,7.71,7.3,35,5.0,1.63,74,10.57,13.99,0.73,0.67,0.43,0.43,14.27,178.09
20,160,8078,5214624,46,9.2,10.85,25,5.0,3.46,130,26.0,45.96,0.81,0.8,0.47,0.43,5.86,195.51
21,248,15182,11703095,55,9.17,12.73,33,5.5,4.09,179,29.83,61.34,0.66,0.66,0.43,0.36,22.44,160.8
22,217,10336,7248584,66,11.0,11.26,37,6.17,2.79,159,26.5,46.92,0.54,0.58,0.49,0.44,15.53,175.14
23,305,15453,10337402,54,9.0,10.51,32,5.33,3.27,196,32.67,66.83,0.66,0.7,0.43,0.4,10.89,160.03
24,313,119934,115108621,61,8.71,12.07,37,5.29,3.55,223,31.86,67.17,0.61,0.66,0.49,0.41,13.33,137.27
25,334,65809,67805090,74,18.5,23.3,31,7.75,4.92,241,60.25,103.28,0.78,0.77,0.3,0.22,10.61,175.02
26,416,27997,11165900,62,10.33,14.6,39,6.5,5.89,275,45.83,101.5,0.59,0.53,0.56,0.62,10.79,132.4
27,386,28548,20455627,42,10.5,15.72,22,5.5,6.45,228,57.0,107.34,0.74,0.74,0.45,0.29,6.98,141.1
28,421,20884,12812025,62,7.75,11.95,37,4.62,3.2,284,35.5,87.91,0.62,0.6,0.4,0.36,6.16,149.51
29,404,16529,11183737,68,9.71,14.41,46,6.57,4.86,256,36.57,84.01,0.64,0.59,0.4,0.37,8.71,192.72
30,338,11479,6371663,57,9.5,14.98,31,5.17,4.31,233,38.83,85.82,0.85,0.81,0.38,0.3,6.93,175.87
31,273,13872,3551660,50,12.5,15.15,27,6.75,4.79,174,43.5,77.03,0.68,0.62,0.4,0.28,6.46,149.78
32,288,23815,18975816,45,9.0,11.2,25,5.0,4.47,188,37.6,75.14,0.59,0.57,0.43,0.35,18.13,126.01
33,188,7209,4600172,38,9.5,13.67,21,5.25,5.91,135,33.75,62.17,0.52,0.52,0.69,0.67,24.39,149.77
