id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,162,3578,666372,54,9.0,7.24,43,7.17,5.31,131,21.83,19.87,0.69,0.76,0.53,0.5,10.81,143.4
1,233,5166,1225575,63,12.6,18.12,39,7.8,4.6,179,35.8,54.91,0.64,0.72,0.34,0.23,14.16,155.79
2,237,4418,2445930,74,14.8,22.51,38,7.6,5.18,180,36.0,55.42,0.84,0.93,0.29,0.23,24.12,141.63
3,155,5009,3158029,61,15.25,15.31,40,10.0,4.32,129,32.25,42.65,0.9,0.98,0.43,0.39,21.02,145.48
4,230,3794,1391215,54,10.8,12.11,36,7.2,5.26,166,33.2,41.53,0.64,0.69,0.49,0.39,9.8,121.99
5,217,45771,44196150,63,10.5,10.48,49,8.17,5.98,154,25.67,35.18,0.86,0.9,0.36,0.35,14.0,121.37
6,259,4950,3091792,66,9.43,12.31,45,6.43,4.04,218,31.14,51.88,0.6,0.57,0.44,0.42,8.53,151.61
7,259,10903,2290348,69,13.8,20.32,35,7.0,5.24,195,39.0,60.01,0.78,0.8,0.57,0.58,19.55,137.59
8,287,36300,33570602,84,12.0,16.57,55,7.86,6.41,225,32.14,52.93,0.51,0.51,0.38,0.37,8.9,158.01
9,280,4765,2769840,78,13.0,17.81,43,7.17,4.67,210,35.0,56.57,0.54,0.57,0.41,0.32,12.67,144.16
10,260,4227,1996915,55,11.0,11.34,47,9.4,6.66,173,34.6,43.14,0.7,0.73,0.45,0.4,8.62,150.95
11,318,15941,9568194,67,11.17,10.8,52,8.67,5.79,220,36.67,56.59,0.46,0.5,0.45,0.39,10.56,143.22
12,277,11833,8666726,80,13.33,14.77,65,10.83,8.38,213,35.5,50.46,0.59,0.62,0.45,0.44,14.07,152.76
