id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,312,1862,661595,72,6.55,4.23,67,6.09,3.05,205,18.64,17.35,0.75,0.76,0.42,0.4,3.51,202.56
1,330,1558,485531,61,6.78,3.93,52,5.78,2.73,212,23.56,14.07,0.56,0.55,0.45,0.39,5.0,199.83
2,258,1483,539817,64,6.4,4.65,55,5.5,3.06,189,18.9,15.16,0.61,0.62,0.45,0.45,4.39,188.05
3,258,2874,1042328,62,5.64,4.3,54,4.91,3.36,178,16.18,14.3,0.67,0.7,0.56,0.54,5.94,198.77
4,365,2975,867761,70,6.36,4.3,59,5.36,2.98,240,21.82,20.5,0.67,0.66,0.45,0.39,9.34,198.83
5,344,3731,2046353,69,6.27,2.69,62,5.64,2.16,211,19.18,15.92,0.73,0.78,0.38,0.35,4.85,194.4
6,309,1923,467488,69,6.27,4.41,61,5.55,3.59,207,18.82,14.74,0.67,0.72,0.45,0.45,6.07,194.57
7,463,4858,2412021,77,7.0,4.71,77,7.0,2.45,262,23.82,22.01,0.67,0.69,0.45,0.41,20.46,205.51
8,448,16327,10575501,80,7.27,4.0,69,6.27,1.85,266,24.18,20.45,0.73,0.76,0.47,0.48,4.87,199.92
9,332,2783,1124772,69,6.9,4.51,59,5.9,3.54,212,21.2,18.59,0.67,0.7,0.43,0.43,6.93,179.87
10,524,11262,10326660,73,7.3,5.85,63,6.3,3.89,274,27.4,33.12,0.65,0.7,0.42,0.39,3.78,201.63
11,534,17540,16920309,72,7.2,5.09,58,5.8,3.01,280,28.0,34.08,0.71,0.72,0.51,0.46,4.57,179.07
12,479,5675,2882846,87,7.91,5.41,74,6.73,3.58,269,24.45,24.56,0.7,0.79,0.47,0.49,6.99,190.34
13,546,12067,10740326,99,9.0,6.39,82,7.45,3.36,290,26.36,31.5,0.76,0.83,0.41,0.38,4.18,194.82
14,659,12408,10362601,78,8.67,5.34,71,7.89,3.3,356,39.56,42.71,0.66,0.62,0.41,0.36,7.17,207.0
15,780,28870,18485662,86,8.6,8.02,65,6.5,3.75,389,38.9,54.28,0.67,0.68,0.45,0.45,11.65,203.98
16,778,27937,25209519,88,8.0,8.91,65,5.91,3.96,344,31.27,49.13,0.75,0.77,0.48,0.45,4.94,188.59
17,946,14107,8065817,105,10.5,12.07,62,6.2,3.16,387,38.7,58.17,0.74,0.76,0.46,0.48,9.46,168.32
18,922,30882,24882819,104,9.45,10.32,73,6.64,3.38,410,37.27,62.78,0.71,0.72,0.43,0.41,4.52,177.5
19,1108,59197,42210703,111,11.1,12.97,61,6.1,3.28,564,56.4,93.41,0.74,0.74,0.47,0.46,7.11,188.78
20,1175,50455,47591936,115,10.45,14.05,68,6.18,4.29,549,49.91,87.16,0.67,0.71,0.42,0.37,5.55,208.21
21,1382,41484,32259529,120,10.91,13.03,89,8.09,6.56,542,49.27,82.99,0.76,0.78,0.45,0.39,6.79,170.26
22,1499,98684,88894672,135,13.5,16.29,82,8.2,6.23,671,67.1,111.5,0.74,0.78,0.44,0.43,10.1,176.28
23,1407,68515,51158271,130,11.82,15.59,63,5.73,3.82,605,55.0,99.51,0.72,0.75,0.47,0.44,5.93,194.87
24,903,39918,37963747,85,8.5,10.74,48,4.8,4.61,427,42.7,71.32,0.69,0.74,0.43,0.35,4.33,191.21
25,881,35085,28175828,116,10.55,13.87,64,5.82,4.6,460,41.82,75.22,0.75,0.76,0.39,0.41,9.48,203.61
26,961,66249,44050392,117,11.7,15.72,63,6.3,4.76,547,54.7,95.93,0.69,0.72,0.46,0.39,8.8,196.93
27,942,49890,43288982,133,13.3,18.53,55,5.5,4.01,558,55.8,94.65,0.68,0.7,0.42,0.34,8.08,180.44
28,1313,72778,64898602,112,11.2,16.25,63,6.3,6.02,564,56.4,99.54,0.67,0.69,0.49,0.46,10.48,181.32
29,2013,147312,135734855,115,12.78,14.27,65,7.22,5.45,673,74.78,125.85,0.7,0.66,0.51,0.45,10.19,181.99
30,2431,249516,218422500,103,9.36,12.36,60,5.45,4.06,649,59.0,123.48,0.74,0.75,0.5,0.48,7.59,169.08
31,2085,137560,97484836,122,11.09,16.31,52,4.73,3.82,663,60.27,125.31,0.69,0.76,0.57,0.48,8.32,197.22
32,1501,39838,25642808,97,10.78,14.0,44,4.89,4.04,519,57.67,96.16,0.63,0.63,0.49,0.46,13.6,192.61
33,1488,49833,34132038,122,12.2,16.63,54,5.4,4.55,603,60.3,119.35,0.64,0.72,0.44,0.4,10.38,184.17
