id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,138,2461,1196267,66,16.5,16.84,110,27.5,24.01,91,22.75,27.28,0.9,0.94,0.47,0.54,13.81,116.82
1,174,2581,1240100,84,28.0,33.81,130,43.33,33.72,118,39.33,50.9,0.93,0.98,0.43,0.38,20.15,97.77
2,157,2002,396834,76,19.0,20.35,124,31.0,25.7,95,23.75,27.4,0.91,0.95,0.44,0.59,16.61,105.87
3,135,2207,526155,77,19.25,17.04,106,26.5,16.74,105,26.25,26.96,0.83,0.82,0.44,0.51,10.05,108.26
4,217,4192,2392845,83,20.75,23.16,184,46.0,59.44,115,28.75,35.22,0.98,1.0,0.5,0.52,6.19,108.36
5,193,2893,1311605,85,17.0,21.32,163,32.6,32.41,119,23.8,34.9,0.86,0.87,0.36,0.5,10.02,96.32
6,165,3001,723772,76,19.0,16.02,139,34.75,19.91,107,26.75,24.97,0.86,0.96,0.54,0.64,17.04,105.38
7,189,4242,2091266,91,18.2,14.38,151,30.2,25.11,125,25.0,25.61,0.85,0.85,0.41,0.47,9.24,99.73
8,189,2493,1220589,92,23.0,21.48,160,40.0,29.74,116,29.0,29.52,0.95,0.99,0.54,0.64,11.31,113.02
9,179,2458,399574,68,22.67,26.31,140,46.67,36.67,105,35.0,42.44,0.94,0.95,0.52,0.59,13.68,87.88
10,193,2437,508637,93,23.25,21.0,158,39.5,24.26,121,30.25,31.12,0.87,0.84,0.36,0.5,19.3,104.9
11,196,7814,6777393,82,20.5,23.13,144,36.0,29.41,126,31.5,39.16,0.8,0.78,0.42,0.58,13.85,90.58
12,213,3244,981929,98,24.5,24.47,177,44.25,40.29,136,34.0,37.73,0.92,0.98,0.46,0.53,13.4,99.1
