id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,122,3472,2090031,33,16.5,0.71,21,10.5,0.71,78,39.0,12.73,0.52,0.53,0.37,0.31,46.05,115.5
1,123,3577,1797356,30,15.0,0.0,18,9.0,4.24,85,42.5,10.61,0.39,0.49,0.5,0.57,39.32,116.54
2,108,1233,741830,29,14.5,3.54,16,8.0,1.41,79,39.5,4.95,0.44,0.29,0.32,0.08,40.73,117.38
3,106,3826,2311779,27,13.5,4.95,12,6.0,1.41,73,36.5,10.61,0.34,0.38,0.47,0.43,49.96,120.35
4,132,1841,580845,31,10.33,5.69,25,8.33,3.51,88,29.33,23.12,0.44,0.41,0.49,0.52,25.66,128.28
5,109,1483,474548,31,15.5,3.54,14,7.0,0.0,73,36.5,6.36,0.88,0.92,0.46,0.3,43.99,111.24
6,124,2330,791033,30,15.0,4.24,16,8.0,2.83,82,41.0,14.14,0.56,0.54,0.77,0.48,43.78,108.98
7,128,5773,2793502,32,16.0,2.83,16,8.0,2.83,74,37.0,8.49,0.18,0.3,0.47,0.45,43.62,106.73
8,147,2060,648766,33,16.5,2.12,19,9.5,0.71,102,51.0,14.14,0.34,0.26,0.56,0.42,35.15,114.14
9,120,930,314040,30,10.0,4.58,18,6.0,1.0,78,26.0,19.31,0.76,0.76,0.37,0.3,37.15,111.46
10,144,2104,627980,33,16.5,2.12,18,9.0,0.0,93,46.5,24.75,0.5,0.5,0.82,0.66,30.41,100.48
11,106,976,352959,27,13.5,4.95,15,7.5,3.54,68,34.0,7.07,0.6,0.53,0.62,0.57,39.94,113.73
12,132,926,335966,29,14.5,2.12,15,7.5,2.12,82,41.0,7.07,0.8,0.9,0.55,0.46,33.96,101.82
13,146,2486,652035,30,15.0,5.66,18,9.0,5.66,89,44.5,2.12,0.62,0.63,0.62,0.52,33.94,113.06
14,205,10897,6197734,43,14.33,5.51,30,10.0,0.0,121,40.33,28.29,0.88,0.84,0.36,0.25,17.03,139.32
15,146,2217,613059,38,19.0,7.07,16,8.0,1.41,96,48.0,0.0,0.69,0.72,0.48,0.59,42.7,102.14
16,224,6308,4661140,43,14.33,12.1,20,6.67,3.79,127,42.33,37.58,0.76,0.71,0.31,0.26,23.59,97.26
17,146,7967,8960798,35,17.5,9.19,15,7.5,3.54,90,45.0,24.04,0.93,0.96,0.09,0.02,51.18,121.81
