id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,514,1689,333747,197,8.95,7.04,139,6.32,3.08,410,18.64,24.9,0.71,0.7,0.35,0.33,5.87,139.44
1,611,5024,1765351,253,9.04,7.23,182,6.5,4.19,464,16.57,22.11,0.69,0.67,0.41,0.39,9.19,137.2
2,459,1986,763318,154,7.7,5.75,99,4.95,2.01,347,17.35,22.83,0.66,0.67,0.5,0.49,21.28,129.33
3,453,1791,429990,165,10.31,7.79,100,6.25,3.09,338,21.12,24.49,0.68,0.65,0.47,0.49,24.05,107.4
4,548,5209,2373520,205,9.76,6.65,141,6.71,3.21,418,19.9,23.2,0.74,0.75,0.43,0.43,10.13,125.62
5,583,1689,430938,235,8.39,7.0,174,6.21,2.62,452,16.14,23.08,0.66,0.66,0.39,0.41,14.65,132.45
6,536,2642,1059388,198,9.0,6.38,147,6.68,4.02,403,18.32,23.84,0.73,0.72,0.4,0.37,12.27,121.89
7,606,2223,722499,226,9.04,6.27,199,7.96,6.02,430,17.2,22.27,0.63,0.54,0.43,0.41,14.59,132.98
8,599,2040,380641,236,9.08,6.6,190,7.31,5.4,463,17.81,23.61,0.75,0.71,0.4,0.36,11.16,128.08
9,605,3145,1006998,235,9.4,7.02,167,6.68,2.91,457,18.28,23.98,0.68,0.62,0.42,0.39,12.05,132.1
10,594,4548,2241192,229,9.96,6.82,201,8.74,6.55,463,20.13,22.62,0.75,0.75,0.46,0.42,5.12,118.53
11,751,2978,894636,297,11.0,7.91,230,8.52,6.47,571,21.15,26.57,0.76,0.75,0.42,0.39,9.2,130.48
12,826,26481,17637121,249,10.83,8.9,167,7.26,4.24,573,24.91,33.0,0.71,0.69,0.49,0.46,10.11,106.53
13,1162,147514,117664810,304,11.26,13.02,194,7.19,5.69,725,26.85,40.39,0.71,0.7,0.51,0.5,9.17,123.63
14,1968,51063,36774754,385,16.74,27.91,210,9.13,9.37,1009,43.87,90.74,0.72,0.7,0.44,0.41,16.27,115.14
15,2213,63336,47395180,460,14.38,24.13,252,7.88,10.34,1215,37.97,79.18,0.7,0.69,0.41,0.38,7.85,117.02
16,1914,138717,112785429,392,15.08,23.43,226,8.69,10.15,1095,42.12,82.17,0.76,0.72,0.48,0.39,8.7,117.23
17,2344,139510,94512050,405,18.41,28.94,205,9.32,8.96,1206,54.82,105.06,0.74,0.73,0.43,0.35,11.67,108.5
18,2650,251398,171107024,405,15.0,25.06,201,7.44,6.22,1290,47.78,108.77,0.72,0.72,0.47,0.41,10.43,119.4
19,2841,251881,158780892,507,18.11,28.7,254,9.07,12.35,1587,56.68,121.89,0.74,0.71,0.43,0.37,11.8,109.84
20,3243,146063,104897103,492,18.92,29.12,172,6.62,6.41,1600,61.54,117.21,0.8,0.8,0.49,0.44,11.04,106.39
21,4061,147913,106291495,510,17.59,31.17,192,6.62,7.12,1796,61.93,131.75,0.76,0.74,0.52,0.42,9.79,103.98
22,4515,299617,211875451,613,18.58,30.36,238,7.21,5.41,2210,66.97,128.51,0.73,0.71,0.49,0.36,14.11,106.51
23,5576,582130,431851598,662,18.91,24.94,239,6.83,6.1,2646,75.6,144.94,0.82,0.81,0.41,0.3,17.65,118.73
24,5924,708336,608922083,587,18.34,20.77,194,6.06,3.97,2912,91.0,131.16,0.81,0.79,0.44,0.31,18.13,113.26
25,4153,697155,550759451,536,17.29,19.56,176,5.68,2.7,2235,72.1,106.9,0.85,0.84,0.48,0.36,19.65,111.64
26,4071,834450,898883182,577,18.03,20.31,180,5.62,3.26,2114,66.06,99.61,0.78,0.8,0.47,0.34,22.37,107.08
27,4048,1010934,928031090,521,17.97,19.16,173,5.97,2.43,2095,72.24,105.42,0.83,0.81,0.45,0.32,20.5,109.64
28,5120,1287795,1275299823,667,20.21,26.75,214,6.48,4.29,2563,77.67,148.45,0.8,0.8,0.43,0.32,21.63,108.9
29,4208,1092292,1176156719,577,16.97,21.31,200,5.88,2.6,2074,61.0,105.99,0.9,0.9,0.4,0.3,18.94,121.36
30,3584,495802,457557000,619,19.34,22.31,192,6.0,2.68,2007,62.72,100.65,0.83,0.83,0.5,0.4,25.15,119.57
31,3005,417991,327320886,505,15.78,18.85,164,5.12,2.56,1684,52.62,89.28,0.8,0.81,0.45,0.38,21.99,118.98
32,2828,660394,537491799,482,15.06,19.47,144,4.5,2.59,1638,51.19,94.3,0.81,0.8,0.46,0.38,23.2,109.5
33,3358,339615,280475789,507,16.35,21.3,171,5.52,3.18,1745,56.29,110.1,0.83,0.84,0.46,0.39,24.78,104.35
34,3536,502784,373547480,501,15.66,21.21,160,5.0,3.29,1749,54.66,114.11,0.79,0.79,0.48,0.33,21.44,112.27
35,4509,705283,627419295,626,17.39,22.59,178,4.94,2.72,2418,67.17,125.36,0.88,0.89,0.47,0.34,15.66,115.82
36,4263,631394,597771543,610,20.33,21.34,159,5.3,1.78,2486,82.87,118.28,0.87,0.85,0.42,0.31,22.82,119.58
37,3596,663361,507897634,549,15.69,19.18,180,5.14,4.04,2024,57.83,93.96,0.84,0.82,0.44,0.33,27.29,111.23
38,3664,1444732,1393176745,558,16.41,21.37,180,5.29,2.96,1979,58.21,103.63,0.88,0.9,0.41,0.33,17.94,108.56
39,3306,532278,398882012,520,16.77,20.03,146,4.71,2.92,1846,59.55,101.44,0.87,0.86,0.46,0.32,27.66,114.21
40,3916,350591,246381749,557,16.88,20.63,168,5.09,2.72,2051,62.15,114.33,0.8,0.81,0.46,0.35,33.04,109.46
41,3748,620382,557015207,600,15.79,19.68,203,5.34,2.47,2121,55.82,106.6,0.81,0.8,0.42,0.34,24.47,118.96
42,3937,363681,315741593,583,15.76,20.47,173,4.68,1.84,2157,58.3,105.88,0.81,0.79,0.4,0.35,18.98,109.43
43,3793,862626,647546003,579,16.54,22.24,169,4.83,3.0,2101,60.03,108.6,0.82,0.82,0.46,0.37,20.43,108.23
44,3870,282730,193266386,574,15.51,22.97,204,5.51,3.36,2060,55.68,109.69,0.86,0.85,0.44,0.36,12.31,117.64
45,4174,348375,257187383,593,16.94,21.3,302,8.63,14.02,2227,63.63,113.38,0.76,0.76,0.43,0.36,20.68,112.73
46,4791,463146,295248569,587,18.94,23.54,457,14.74,43.44,2506,80.84,139.18,0.77,0.78,0.47,0.36,21.66,107.25
47,3648,1202014,1638367855,522,16.31,20.17,284,8.88,16.73,1975,61.72,115.43,0.78,0.77,0.42,0.36,22.36,114.03
48,3587,250884,211103057,523,18.03,22.88,191,6.59,7.74,1908,65.79,119.4,0.83,0.83,0.48,0.37,21.25,102.76
49,3688,1503611,1506876521,491,16.37,21.64,179,5.97,7.29,1909,63.63,117.25,0.72,0.72,0.45,0.36,18.0,108.3
50,3625,562128,538557579,535,15.74,20.47,190,5.59,6.73,2019,59.38,106.84,0.74,0.75,0.45,0.39,21.58,105.68
51,4255,804194,717785642,565,16.62,22.09,199,5.85,4.54,2301,67.68,108.0,0.76,0.79,0.47,0.38,21.08,115.51
52,4034,357414,297600208,568,16.23,26.08,187,5.34,3.85,2067,59.06,111.36,0.8,0.8,0.42,0.36,24.42,121.67
53,3893,630225,453361133,574,19.13,27.51,191,6.37,5.83,2063,68.77,124.95,0.72,0.73,0.43,0.31,19.55,106.26
54,3943,449935,305467193,612,18.0,26.48,213,6.26,5.82,2081,61.21,115.9,0.81,0.79,0.49,0.38,27.21,100.21
55,3767,243699,184802521,538,16.3,27.87,181,5.48,4.79,1990,60.3,115.49,0.79,0.79,0.49,0.39,22.28,103.29
