id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,69,550859,491839472,55,6.88,4.05,45,5.62,1.69,62,7.75,4.13,0.3,0.2,0.43,0.43,26.46,172.67
1,71,1071,256508,56,6.22,3.83,48,5.33,2.0,62,6.89,4.11,0.52,0.5,0.58,0.64,20.39,211.15
2,63,943,97151,52,5.78,2.95,46,5.11,2.62,57,6.33,3.12,0.47,0.41,0.57,0.6,18.93,204.84
3,60,639,252611,37,6.17,3.97,31,5.17,2.79,40,6.67,4.55,0.57,0.55,0.39,0.43,9.95,169.7
4,46,789,306324,35,5.0,2.0,31,4.43,1.72,37,5.29,2.14,0.37,0.31,0.47,0.5,48.82,170.55
5,77,1956,797027,58,5.8,2.53,47,4.7,1.49,68,6.8,3.26,0.53,0.49,0.51,0.52,28.43,178.61
6,56,9292,2015813,38,6.33,5.72,33,5.5,3.39,47,7.83,5.6,0.24,0.2,0.58,0.57,39.76,189.9
7,57,1088,359923,44,5.5,1.77,36,4.5,1.31,49,6.12,2.3,0.52,0.48,0.46,0.45,28.57,167.76
8,64,1031,494731,52,6.5,4.5,41,5.12,2.03,56,7.0,5.18,0.5,0.46,0.33,0.34,24.61,184.89
9,62,9808,2249230,48,5.33,3.5,40,4.44,3.47,53,5.89,4.2,0.6,0.51,0.63,0.7,14.8,168.4
10,68,668,198931,49,5.44,3.5,42,4.67,2.18,56,6.22,3.83,0.48,0.47,0.3,0.29,17.47,172.47
11,68,10543,2547700,48,5.33,3.2,37,4.11,1.62,59,6.56,3.36,0.34,0.34,0.47,0.45,28.27,190.81
12,55,1556,419069,42,4.67,1.87,41,4.56,2.07,48,5.33,2.6,0.42,0.37,0.37,0.38,30.01,199.81
13,74,527148,464948590,54,5.4,3.63,51,5.1,1.85,64,6.4,3.95,0.38,0.35,0.56,0.54,46.43,158.59
14,70,822,241445,54,6.0,4.0,51,5.67,2.0,62,6.89,3.79,0.57,0.53,0.38,0.38,33.25,163.0
15,54,619,98010,46,5.75,3.2,39,4.88,1.81,49,6.12,3.18,0.46,0.41,0.48,0.51,31.47,149.3
16,62,9536,6385504,45,5.0,3.43,35,3.89,1.83,53,5.89,4.68,0.39,0.36,0.55,0.58,37.58,183.34
17,84,1650,632982,59,5.9,3.18,57,5.7,2.06,73,7.3,5.23,0.57,0.55,0.42,0.4,21.6,172.78
18,219,537567,472370657,85,9.44,10.45,46,5.11,2.42,174,19.33,39.01,0.42,0.37,0.43,0.39,23.32,178.69
19,134,5086,940527,64,8.0,7.23,32,4.0,2.07,107,13.38,20.74,0.49,0.44,0.51,0.49,10.99,167.26
20,93,12954,8440466,43,5.38,4.93,22,2.75,1.39,78,9.75,16.02,0.4,0.37,0.52,0.5,46.66,187.43
21,154,54198,15001260,55,7.86,7.29,32,4.57,1.9,118,16.86,29.32,0.47,0.35,0.51,0.45,21.76,185.79
22,119,13345,9936427,61,8.71,8.77,34,4.86,1.46,99,14.14,21.79,0.41,0.37,0.62,0.62,35.49,179.38
23,159,24946,20406152,59,7.38,8.55,31,3.88,1.55,122,15.25,29.49,0.57,0.54,0.43,0.4,26.82,184.86
24,147,10621,9288552,49,7.0,7.26,27,3.86,1.68,111,15.86,29.66,0.45,0.44,0.45,0.44,46.41,192.75
25,305,16981,12151864,77,7.7,11.24,35,3.5,1.51,205,20.5,50.9,0.58,0.54,0.42,0.4,25.72,179.84
26,156,11271,7297080,42,7.0,8.1,18,3.0,1.1,107,17.83,33.96,0.49,0.46,0.43,0.38,38.35,166.19
27,176,23600,17313940,56,6.22,9.12,28,3.11,1.62,126,14.0,31.93,0.45,0.47,0.44,0.43,69.93,184.1
28,213,12064,8573779,70,7.78,13.05,30,3.33,1.73,158,17.56,41.48,0.58,0.55,0.53,0.53,20.06,160.54
29,181,16452,6176936,82,8.2,8.7,48,4.8,1.69,152,15.2,30.59,0.6,0.53,0.4,0.45,23.12,174.46
30,79,7810,4930046,37,7.4,7.23,16,3.2,0.84,61,12.2,17.28,0.49,0.45,0.5,0.45,68.15,168.58
31,98,2838,1395942,38,9.5,9.04,16,4.0,1.63,81,20.25,29.85,0.45,0.39,0.62,0.62,42.09,158.86
32,158,7448,4148196,66,9.43,13.18,28,4.0,1.63,130,18.57,37.28,0.46,0.44,0.61,0.61,22.99,181.11
33,144,555574,498130615,58,7.25,9.04,23,2.88,1.13,117,14.62,29.32,0.38,0.37,0.53,0.44,66.66,192.28
34,124,6089,2851851,48,9.6,9.74,16,3.2,1.1,97,19.4,31.25,0.67,0.63,0.56,0.57,52.1,160.28
35,194,34860,5279985,59,7.38,11.02,23,2.88,0.83,156,19.5,44.3,0.5,0.47,0.44,0.47,56.54,175.86
36,242,26340,13788973,65,8.12,10.93,31,3.88,1.46,169,21.12,47.25,0.43,0.38,0.24,0.2,59.05,191.68
37,217,32938,23855136,65,7.22,11.02,33,3.67,2.12,160,17.78,42.52,0.54,0.48,0.52,0.49,67.6,192.04
38,233,76075,62231609,49,9.8,14.1,17,3.4,1.52,160,32.0,63.17,0.6,0.6,0.49,0.43,38.2,141.21
39,259,31115,23886929,71,11.83,15.05,26,4.33,2.42,189,31.5,62.53,0.4,0.4,0.4,0.38,28.66,144.12
40,167,9999,6419124,64,8.0,10.8,32,4.0,2.45,132,16.5,31.84,0.62,0.62,0.46,0.44,34.49,168.82
41,145,7906,4403756,53,8.83,10.03,25,4.17,1.17,111,18.5,32.12,0.6,0.47,0.43,0.46,29.38,154.25
42,126,14049,7483245,54,6.0,8.82,28,3.11,1.76,106,11.78,24.89,0.52,0.46,0.6,0.6,36.2,179.04
43,155,33311,8643901,72,9.0,12.84,30,3.75,1.28,121,15.12,29.98,0.31,0.27,0.46,0.39,39.79,166.59
44,222,64500,30871405,50,12.5,16.42,13,3.25,1.5,154,38.5,68.35,0.33,0.27,0.61,0.53,36.44,160.78
45,195,20959,9089231,64,8.0,11.44,32,4.0,0.93,148,18.5,39.43,0.36,0.3,0.49,0.49,62.88,169.52
46,236,619766,555918874,61,7.62,12.03,23,2.88,1.81,175,21.88,51.42,0.42,0.39,0.53,0.5,34.97,183.21
47,129,7372,6422510,52,8.67,12.13,19,3.17,1.17,110,18.33,35.21,0.61,0.55,0.39,0.41,36.99,166.23
48,194,10754,6117557,64,8.0,9.2,32,4.0,1.51,136,17.0,33.21,0.48,0.38,0.59,0.6,27.36,170.57
49,75,1792,878752,31,6.2,7.43,12,2.4,1.95,61,12.2,19.61,0.22,0.14,0.7,0.69,63.28,175.02
50,141,11828,8256152,50,7.14,7.69,21,3.0,1.83,106,15.14,27.91,0.41,0.37,0.45,0.41,93.21,159.85
51,136,61890,33468042,50,8.33,11.67,19,3.17,0.75,104,17.33,32.71,0.39,0.35,0.44,0.39,64.1,174.33
