id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,416,1077,138042,137,5.96,1.87,156,6.78,5.9,367,15.96,8.29,0.37,0.42,0.39,0.38,2.11,168.3
1,424,1108,153205,139,5.56,2.1,172,6.88,7.43,359,14.36,9.57,0.43,0.45,0.38,0.38,3.3,170.3
2,301,934,120804,98,4.67,2.82,130,6.19,7.6,264,12.57,5.9,0.39,0.43,0.45,0.47,3.86,167.66
3,312,877,108156,118,5.13,2.05,134,5.83,4.58,277,12.04,7.1,0.39,0.41,0.39,0.42,2.84,172.16
4,373,960,97081,122,5.3,2.24,150,6.52,6.43,314,13.65,8.58,0.39,0.46,0.46,0.49,5.22,150.67
5,425,1307,145402,118,5.13,2.3,153,6.65,8.53,353,15.35,8.7,0.31,0.36,0.43,0.46,4.21,158.23
6,405,8263,7287786,118,5.62,2.62,149,7.1,8.89,336,16.0,8.79,0.4,0.46,0.41,0.38,5.84,159.35
7,355,1092,119590,125,5.21,3.02,151,6.29,6.89,313,13.04,7.56,0.39,0.45,0.42,0.43,4.43,163.22
8,322,1261,150583,106,4.82,2.61,141,6.41,8.59,268,12.18,8.67,0.38,0.41,0.43,0.42,2.62,154.45
9,262,1048,215495,102,5.1,1.92,138,6.9,7.06,215,10.75,4.15,0.45,0.49,0.41,0.47,5.32,160.86
10,267,1068,127736,115,5.48,2.8,157,7.48,9.29,219,10.43,4.68,0.38,0.39,0.42,0.46,4.33,164.55
11,317,1001,108022,140,6.36,7.23,136,6.18,7.9,277,12.59,8.28,0.36,0.39,0.4,0.38,2.43,149.48
12,330,1233,142588,119,5.41,3.36,143,6.5,8.63,280,12.73,6.54,0.38,0.43,0.46,0.46,4.43,157.65
13,341,1258,154002,130,5.65,3.2,151,6.57,9.17,293,12.74,5.76,0.35,0.36,0.42,0.42,5.47,158.45
14,392,1453,173777,150,6.0,2.97,181,7.24,9.96,329,13.16,5.73,0.4,0.49,0.4,0.4,3.39,162.48
15,313,1249,156902,118,4.72,2.28,147,5.88,9.1,266,10.64,5.18,0.36,0.4,0.47,0.47,3.78,159.23
16,280,827,115991,114,4.96,2.29,129,5.61,5.22,252,10.96,5.05,0.38,0.42,0.42,0.41,3.16,164.53
17,344,966,108611,125,5.0,2.18,134,5.36,5.77,311,12.44,6.15,0.38,0.44,0.45,0.47,5.31,162.83
18,325,781,89526,120,5.22,1.76,129,5.61,3.54,296,12.87,4.25,0.37,0.41,0.43,0.42,3.79,163.96
19,265,655,72996,116,4.83,1.58,110,4.58,3.3,246,10.25,4.23,0.31,0.33,0.46,0.46,5.57,145.14
20,239,576,57687,101,4.21,1.22,113,4.71,3.14,222,9.25,3.89,0.33,0.37,0.48,0.53,3.87,163.96
21,219,683,80104,76,3.8,1.28,85,4.25,3.97,196,9.8,5.25,0.31,0.33,0.43,0.46,6.48,150.61
22,226,607,62702,91,3.96,1.3,99,4.3,2.51,208,9.04,4.43,0.34,0.36,0.42,0.41,4.9,145.66
23,252,573,56302,106,4.61,1.67,122,5.3,3.77,219,9.52,3.93,0.42,0.45,0.33,0.3,5.12,164.97
24,226,646,70833,81,3.86,2.26,102,4.86,5.77,192,9.14,5.93,0.4,0.42,0.47,0.5,2.18,146.31
25,186,544,54046,81,3.38,1.69,93,3.88,3.71,167,6.96,4.36,0.34,0.38,0.44,0.4,4.7,157.22
26,194,549,67191,78,3.9,2.47,91,4.55,3.91,170,8.5,3.95,0.38,0.39,0.44,0.45,5.53,158.7
27,182,496,81183,78,3.71,1.59,77,3.67,2.83,166,7.9,3.79,0.29,0.31,0.44,0.45,3.32,158.4
28,253,706,75623,96,4.0,2.13,98,4.08,3.78,233,9.71,5.89,0.35,0.39,0.39,0.37,5.19,168.56
29,216,704,81145,99,4.12,1.54,118,4.92,5.27,190,7.92,4.7,0.44,0.46,0.38,0.38,3.67,148.16
30,179,822,104599,76,4.0,2.6,108,5.68,8.86,146,7.68,4.56,0.36,0.36,0.45,0.47,5.71,162.18
31,133,530,60504,66,3.88,1.76,74,4.35,4.39,111,6.53,4.82,0.36,0.41,0.46,0.46,2.93,140.9
32,159,652,67582,66,3.14,1.59,71,3.38,4.84,137,6.52,4.39,0.22,0.23,0.49,0.51,4.31,165.94
33,167,489,55447,71,3.74,2.23,74,3.89,4.46,148,7.79,3.9,0.27,0.34,0.43,0.42,4.3,158.82
34,164,431,41926,60,3.16,1.46,68,3.58,4.11,145,7.63,4.5,0.3,0.34,0.41,0.4,4.21,163.46
35,167,629,90928,82,3.9,1.73,90,4.29,4.14,152,7.24,3.22,0.41,0.44,0.48,0.51,5.62,161.8
36,169,677,124003,77,3.5,1.47,80,3.64,3.89,155,7.05,4.21,0.38,0.44,0.51,0.45,4.2,151.74
37,213,2639,1485764,96,4.17,2.19,89,3.87,2.4,194,8.43,4.44,0.35,0.36,0.45,0.43,6.8,156.2
38,241,1218,363084,100,4.0,2.84,88,3.52,3.55,215,8.6,4.54,0.35,0.36,0.42,0.42,5.24,160.65
39,272,1653,584435,121,5.26,4.87,102,4.43,5.05,231,10.04,9.1,0.35,0.36,0.4,0.37,7.94,150.79
40,211,1494,547903,103,4.29,3.17,99,4.12,4.34,192,8.0,5.4,0.48,0.51,0.47,0.45,8.97,154.67
41,222,3638,2737909,97,4.41,2.2,103,4.68,5.21,200,9.09,5.14,0.43,0.45,0.44,0.42,9.22,156.74
42,234,1026,209442,99,4.3,2.62,88,3.83,3.3,207,9.0,5.05,0.39,0.41,0.41,0.41,8.05,168.82
43,331,9663,10763574,138,5.75,4.95,102,4.25,3.23,284,11.83,9.69,0.38,0.38,0.43,0.41,6.78,154.56
44,238,15640,13232654,95,3.96,3.57,90,3.75,4.86,206,8.58,6.1,0.34,0.38,0.4,0.35,7.14,164.7
45,222,18753,25237928,86,3.91,2.29,106,4.82,6.3,183,8.32,4.4,0.37,0.38,0.4,0.41,10.39,163.51
46,211,702,175977,92,4.18,2.17,93,4.23,3.37,203,9.23,3.98,0.34,0.33,0.41,0.35,10.39,165.06
47,234,1043,144037,103,4.68,2.68,108,4.91,6.71,205,9.32,4.67,0.37,0.4,0.42,0.42,11.4,166.65
