id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,47,373,105148,17,8.5,7.78,16,8.0,7.07,41,20.5,24.75,0.73,0.66,0.36,0.42,16.52,141.46
1,39,319,107982,11,5.5,0.71,9,4.5,0.71,30,15.0,11.31,0.68,0.64,0.36,0.4,33.47,136.08
15,44,365,99948,13,6.5,0.71,12,6.0,1.41,34,17.0,14.14,0.85,0.8,0.37,0.34,15.66,128.14
49,35,494,131742,11,5.5,3.54,8,4.0,1.41,32,16.0,18.38,0.57,0.57,0.62,0.62,29.17,135.21
50,44,443,154601,13,6.5,3.54,10,5.0,1.41,40,20.0,19.8,0.62,0.58,0.33,0.34,19.14,136.5
51,37,630,203605,9,4.5,3.54,9,4.5,3.54,35,17.5,20.51,0.57,0.54,0.6,0.64,36.4,142.61
56,42,937,282753,12,6.0,2.83,7,3.5,0.71,36,18.0,18.38,0.58,0.55,0.45,0.53,43.7,83.58
69,44,514,243757,14,7.0,1.41,8,4.0,1.41,38,19.0,15.56,0.58,0.64,0.48,0.48,5.32,121.03
70,72,577,192734,37,18.5,3.54,9,4.5,0.71,64,32.0,18.38,0.52,0.57,0.4,0.29,20.98,126.54
71,44,694,144892,19,9.5,6.36,14,7.0,5.66,39,19.5,20.51,0.57,0.58,0.52,0.38,15.38,146.43
78,32,311,93351,12,6.0,5.66,11,5.5,4.95,29,14.5,17.68,0.64,0.58,0.39,0.38,35.24,122.36
80,55,854,385702,16,8.0,4.24,15,7.5,2.12,43,21.5,23.33,0.92,0.88,0.36,0.32,11.24,118.03
105,20,61,8876,4,2.0,1.41,4,2.0,1.41,17,8.5,9.19,0.37,0.43,0.42,0.4,17.52,104.66
116,34,207,38529,7,3.5,2.12,7,3.5,2.12,25,12.5,14.85,0.7,0.64,0.45,0.43,19.18,171.67
159,22,161,36419,8,4.0,1.41,9,4.5,2.12,19,9.5,9.19,0.8,0.74,0.46,0.53,25.13,192.04
171,50,6303,5432890,14,7.0,7.07,5,2.5,0.71,38,19.0,21.21,0.56,0.53,0.24,0.22,28.97,123.54
172,51,1023,505012,13,6.5,6.36,7,3.5,2.12,32,16.0,18.38,0.49,0.5,0.38,0.32,10.6,111.72
173,80,4610,3456516,13,6.5,7.78,5,2.5,2.12,56,28.0,35.36,0.5,0.5,0.46,0.34,24.23,72.72
184,42,817,223527,9,4.5,4.95,4,2.0,1.41,33,16.5,20.51,0.49,0.5,0.6,0.61,29.87,113.95
191,66,4969,3537198,24,12.0,9.9,11,5.5,0.71,60,30.0,33.94,0.72,0.64,0.35,0.18,16.68,120.32
195,35,888,340532,11,5.5,4.95,8,4.0,2.83,30,15.0,18.38,0.66,0.6,0.42,0.56,20.34,119.68
206,30,490,265527,9,4.5,3.54,6,3.0,1.41,27,13.5,16.26,0.59,0.56,0.4,0.29,21.81,117.06
215,34,381,160349,15,7.5,3.54,12,6.0,1.41,23,11.5,9.19,0.63,0.64,0.3,0.28,19.76,182.45
221,47,1735,799245,14,7.0,8.49,6,3.0,2.83,39,19.5,26.16,0.5,0.5,0.52,0.64,18.88,68.52
224,34,472,230668,8,4.0,2.83,7,3.5,2.12,32,16.0,19.8,0.64,0.59,0.52,0.55,18.48,117.76
226,58,1076,335143,19,9.5,9.19,8,4.0,1.41,50,25.0,31.11,0.82,0.75,0.36,0.46,24.0,102.72
235,21,3633,5119596,7,3.5,3.54,4,2.0,1.41,17,8.5,10.61,0.5,0.5,0.26,0.25,29.63,67.95
245,32,913,680489,5,2.5,0.71,4,2.0,1.41,29,14.5,13.44,0.49,0.5,0.48,0.57,19.15,108.76
246,21,266,59122,8,4.0,2.83,6,3.0,1.41,18,9.0,9.9,0.64,0.6,0.68,0.78,43.6,168.36
247,27,225,67782,7,3.5,0.71,6,3.0,0.0,26,13.0,11.31,0.58,0.56,0.36,0.44,17.69,104.78
248,27,164,38688,12,6.0,1.41,10,5.0,0.0,23,11.5,6.36,0.65,0.62,0.5,0.59,16.43,99.67
249,22,3583,246166,10,5.0,1.41,8,4.0,1.41,21,10.5,6.36,0.75,0.68,0.53,0.52,46.38,87.01
255,32,233,63824,10,5.0,1.41,9,4.5,0.71,26,13.0,12.73,0.76,0.81,0.32,0.4,17.66,148.82
266,26,494,166582,12,6.0,1.41,10,5.0,2.83,24,12.0,7.07,0.92,0.87,0.36,0.46,36.64,161.11
280,37,169,23105,10,5.0,2.83,9,4.5,2.12,31,15.5,17.68,0.8,0.76,0.33,0.36,16.7,133.36
289,46,679,339354,15,7.5,6.36,13,6.5,4.95,37,18.5,21.92,0.82,0.74,0.4,0.37,21.34,150.05
293,46,755,206817,9,4.5,3.54,7,3.5,2.12,33,16.5,20.51,0.73,0.66,0.52,0.7,26.62,173.78
304,31,408,128576,11,5.5,0.71,10,5.0,0.0,27,13.5,9.19,0.64,0.59,0.44,0.54,21.09,116.23
305,31,302,112520,11,5.5,3.54,11,5.5,3.54,31,15.5,16.26,0.6,0.56,0.44,0.46,18.34,104.88
