id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,91,3439,1057896,42,8.4,4.16,62,12.4,12.6,56,11.2,7.19,0.84,0.82,0.47,0.57,14.3,145.31
1,114,3023,1022463,51,10.2,5.97,66,13.2,12.03,76,15.2,11.95,0.83,0.86,0.4,0.33,10.03,154.16
2,111,1132,263401,47,9.4,3.65,68,13.6,12.66,74,14.8,9.04,0.76,0.79,0.52,0.45,12.48,162.96
3,102,635,114068,43,8.6,5.18,58,11.6,10.88,71,14.2,10.94,0.74,0.79,0.56,0.53,4.13,136.47
4,76,1036,186231,28,5.6,4.28,50,10.0,10.79,48,9.6,10.16,0.99,1.0,0.48,0.53,5.51,136.43
5,107,1004,228209,41,8.2,3.11,66,13.2,14.64,63,12.6,7.6,0.86,0.81,0.39,0.35,7.9,153.56
6,92,3899,4519086,36,7.2,2.59,62,12.4,14.38,54,10.8,5.07,0.83,0.85,0.56,0.46,12.95,135.49
7,92,2881,907928,44,8.8,3.42,53,10.6,7.3,57,11.4,3.91,0.89,0.89,0.43,0.4,7.22,127.6
8,94,631,96291,44,8.8,6.98,55,11.0,9.27,61,12.2,13.94,0.87,0.86,0.53,0.48,6.77,134.36
9,102,854,180306,47,9.4,2.51,68,13.6,8.32,70,14.0,9.35,0.85,0.88,0.4,0.37,18.28,135.83
10,100,782,125768,45,9.0,4.24,79,15.8,16.05,56,11.2,6.57,0.91,0.93,0.4,0.37,2.52,153.09
11,153,2167,814684,56,11.2,8.5,71,14.2,14.55,87,17.4,20.18,0.93,0.92,0.43,0.48,5.73,150.93
12,108,68754,93343359,49,9.8,6.22,65,13.0,10.77,66,13.2,10.47,0.86,0.83,0.36,0.49,9.92,129.1
13,87,631,176777,38,9.5,3.42,55,13.75,9.64,58,14.5,9.04,0.86,0.88,0.58,0.6,5.7,132.58
14,283,8004,4351604,67,13.4,15.5,70,14.0,12.98,148,29.6,47.76,0.85,0.86,0.41,0.39,9.06,142.7
15,100,1024,177808,42,8.4,6.02,53,10.6,7.7,65,13.0,14.63,0.88,0.91,0.54,0.5,5.91,115.22
16,136,12035,13099585,42,8.4,8.35,50,10.0,7.18,73,14.6,20.98,0.99,0.97,0.4,0.44,3.49,135.55
17,295,73045,93427501,46,9.2,8.29,56,11.2,12.76,125,25.0,42.18,0.98,1.0,0.38,0.33,4.54,156.22
18,322,6150,4075187,50,12.5,11.93,50,12.5,9.57,144,36.0,57.4,0.88,0.88,0.53,0.44,6.46,141.68
19,667,160108,168558901,54,13.5,13.92,52,13.0,8.04,232,58.0,100.72,0.98,0.99,0.37,0.35,3.06,143.44
20,1132,171296,164989731,63,12.6,17.17,52,10.4,9.56,335,67.0,138.66,0.94,0.94,0.51,0.52,12.01,133.39
21,1317,100867,95845301,68,13.6,21.48,42,8.4,6.43,371,74.2,156.97,0.94,0.95,0.59,0.51,12.47,111.95
22,1349,101086,94387620,81,16.2,25.67,56,11.2,9.96,416,83.2,173.76,0.97,0.98,0.4,0.34,6.17,127.29
23,1446,129378,127667096,78,19.5,29.1,55,13.75,11.32,403,100.75,190.19,0.95,0.96,0.66,0.62,5.92,139.52
24,3976,721447,802528620,97,19.4,31.12,44,8.8,4.38,669,133.8,284.1,0.87,0.83,0.45,0.49,4.88,124.73
25,2813,526377,449074862,80,20.0,30.71,29,7.25,4.27,593,148.25,285.84,0.95,0.96,0.46,0.36,6.52,128.78
26,2768,294670,309917604,98,19.6,34.41,35,7.0,4.53,716,143.2,310.71,0.99,0.99,0.43,0.45,3.46,119.33
27,1947,175488,173606811,97,19.4,33.91,37,7.4,5.68,674,134.8,289.69,0.93,0.95,0.39,0.39,14.17,133.62
28,1490,234249,242276333,82,16.4,24.02,43,8.6,5.98,450,90.0,185.63,0.87,0.87,0.41,0.37,4.68,148.19
29,1731,291827,294145218,84,16.8,28.11,39,7.8,6.14,456,91.2,191.64,0.77,0.79,0.46,0.39,6.15,150.59
30,1885,161655,104542876,99,19.8,31.55,46,9.2,6.3,507,101.4,211.67,0.94,0.92,0.48,0.44,8.8,151.14
31,1484,86269,78578427,84,16.8,27.55,37,7.4,4.39,447,89.4,188.17,0.93,0.94,0.39,0.37,5.72,139.05
32,1110,90563,88856176,81,16.2,28.98,34,6.8,5.85,418,83.6,176.88,0.62,0.59,0.52,0.4,8.71,103.96
33,1054,263030,253211095,89,22.25,37.88,20,5.0,3.56,447,111.75,214.86,0.97,1.0,0.4,0.51,10.66,157.35
34,812,123689,149451963,60,12.0,17.96,27,5.4,3.05,288,57.6,119.86,0.89,0.92,0.5,0.46,14.39,155.32
35,1093,60270,56673321,93,18.6,31.27,38,7.6,6.88,491,98.2,207.89,0.9,0.87,0.44,0.55,4.45,155.42
36,1346,52748,40785569,80,16.0,24.67,34,6.8,4.97,457,91.4,192.65,0.96,0.97,0.34,0.37,16.21,139.05
37,1296,101859,113467367,91,22.75,31.72,40,10.0,6.78,488,122.0,229.37,0.94,0.88,0.55,0.48,28.82,134.82
38,1006,89165,91578942,92,18.4,28.54,48,9.6,7.23,441,88.2,179.41,0.84,0.84,0.41,0.32,6.1,154.37
39,699,49065,28925776,73,14.6,23.96,35,7.0,6.56,315,63.0,130.86,0.92,0.92,0.55,0.49,46.11,142.71
40,878,48972,48957093,75,18.75,25.45,36,9.0,7.62,370,92.5,171.77,0.94,0.93,0.56,0.6,3.95,146.69
41,1321,240227,228610060,92,23.0,31.61,37,9.25,5.85,463,115.75,215.54,0.99,1.0,0.46,0.48,4.04,96.94
42,987,115290,111477781,81,16.2,27.5,33,6.6,6.54,381,76.2,160.36,0.83,0.81,0.37,0.44,4.24,125.47
