id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,96,381,110569,31,7.75,3.59,28,7.0,3.16,46,11.5,9.11,0.68,0.64,0.62,0.53,8.68,96.64
1,89,520,223345,34,6.8,3.42,34,6.8,3.27,50,10.0,8.03,0.87,0.85,0.53,0.49,1.18,102.75
2,67,437,206485,27,5.4,2.7,31,6.2,2.86,38,7.6,5.59,0.76,0.77,0.56,0.63,10.45,96.32
3,49,112,18397,17,5.67,2.52,16,5.33,1.53,22,7.33,3.06,0.49,0.6,0.5,0.29,29.75,90.85
4,94,407,107307,36,7.2,3.83,42,8.4,5.9,47,9.4,6.19,0.85,0.89,0.6,0.56,4.22,120.3
5,95,308,66027,40,8.0,2.83,46,9.2,2.95,57,11.4,5.68,0.79,0.82,0.61,0.61,6.89,124.2
6,106,2221,473981,36,7.2,2.39,39,7.8,1.3,51,10.2,6.69,0.87,0.92,0.48,0.39,17.1,118.47
7,137,132414,184801756,41,8.2,4.71,37,7.4,2.41,69,13.8,14.87,0.97,0.99,0.42,0.36,2.8,117.96
8,100,2463,936039,44,8.8,4.6,49,9.8,6.18,53,10.6,8.35,0.93,0.94,0.52,0.57,10.37,117.15
9,269,2035,865622,57,11.4,13.74,40,8.0,6.78,111,22.2,34.22,0.78,0.81,0.55,0.45,7.05,104.17
10,201,4199,1536085,59,11.8,10.18,49,9.8,8.17,90,18.0,19.35,0.79,0.8,0.45,0.38,6.33,103.07
11,106,3529,1877135,41,10.25,7.41,41,10.25,6.85,50,12.5,11.21,0.83,0.8,0.42,0.44,10.66,89.28
12,317,4271,1888576,65,13.0,7.71,65,13.0,9.7,119,23.8,25.45,0.92,0.84,0.45,0.47,8.33,117.61
13,382,8461,6824354,71,14.2,12.87,70,14.0,16.9,172,34.4,44.94,0.73,0.69,0.37,0.25,5.5,114.12
14,417,7940,3305912,86,17.2,13.7,78,15.6,18.88,212,42.4,49.79,0.78,0.8,0.46,0.39,8.73,116.18
15,351,25907,21939866,88,22.0,11.86,76,19.0,22.18,188,47.0,32.86,0.79,0.78,0.49,0.31,15.15,98.74
16,187,1823,419788,55,11.0,5.79,71,14.2,16.28,106,21.2,18.66,0.88,0.88,0.55,0.43,9.8,97.45
17,321,21530,21993994,71,14.2,10.47,83,16.6,16.8,176,35.2,44.93,0.74,0.67,0.44,0.4,9.54,103.36
18,601,49775,61200001,69,13.8,12.58,81,16.2,22.4,248,49.6,68.77,0.78,0.78,0.46,0.44,6.43,102.2
19,813,42731,33394757,77,25.67,13.87,60,20.0,17.44,323,107.67,115.09,0.83,0.87,0.47,0.19,11.31,78.54
20,1180,187208,140842397,116,23.2,18.58,80,16.0,17.31,539,107.8,119.67,0.86,0.88,0.42,0.18,7.46,91.02
21,1960,118301,77488428,150,30.0,25.32,52,10.4,10.11,777,155.4,159.33,0.81,0.82,0.61,0.44,7.2,128.01
22,3496,236138,172679273,197,39.4,34.82,71,14.2,16.02,1223,244.6,279.91,0.73,0.66,0.47,0.23,6.37,108.43
23,4677,449123,277305847,181,45.25,26.44,58,14.5,9.33,1402,350.5,329.14,0.74,0.69,0.46,0.28,7.14,100.34
24,2474,275585,311306826,143,28.6,24.72,36,7.2,3.42,913,182.6,214.26,0.82,0.83,0.36,0.22,6.42,129.8
25,2281,130213,126276114,154,38.5,26.61,43,10.75,6.45,843,210.75,209.26,0.76,0.77,0.42,0.28,7.84,126.18
26,2225,279757,297694847,171,34.2,29.09,36,7.2,5.07,895,179.0,188.11,0.99,1.0,0.36,0.16,7.08,91.19
27,2212,175163,136336802,151,37.75,24.6,54,13.5,16.74,903,225.75,187.81,0.91,0.96,0.56,0.38,10.93,121.73
28,4300,288383,268521800,183,45.75,27.85,108,27.0,24.1,1415,353.75,326.99,0.99,1.0,0.3,0.14,8.21,110.74
29,3240,449301,496352299,162,40.5,27.33,89,22.25,32.11,1157,289.25,275.75,0.83,0.86,0.42,0.25,8.66,107.14
30,2044,488708,523678227,138,34.5,25.09,54,13.5,14.8,852,213.0,204.68,0.87,0.85,0.45,0.33,11.59,124.74
31,2363,161647,143028274,173,34.6,32.47,63,12.6,13.22,976,195.2,238.6,0.77,0.74,0.44,0.3,8.91,97.05
32,2233,113495,83926512,171,34.2,30.19,56,11.2,8.93,921,184.2,212.52,0.86,0.85,0.48,0.3,9.85,122.44
33,2550,148086,91658458,160,32.0,27.96,45,9.0,8.09,979,195.8,217.95,0.76,0.77,0.46,0.32,7.63,117.89
34,2887,397701,346699725,181,36.2,30.47,57,11.4,8.85,1071,214.2,242.09,0.9,0.95,0.48,0.25,6.93,113.21
35,2074,167814,130104785,158,39.5,24.42,25,6.25,2.99,830,207.5,174.59,0.91,0.88,0.39,0.12,10.3,90.81
36,1465,127164,126884464,132,26.4,22.88,36,7.2,4.09,624,124.8,134.76,0.9,0.95,0.42,0.36,7.91,79.52
37,1460,55161,40323895,143,28.6,24.79,40,8.0,6.04,600,120.0,124.93,0.85,0.89,0.49,0.33,7.69,109.48
38,1567,198019,205939838,137,27.4,24.04,34,6.8,5.93,677,135.4,150.66,0.99,1.0,0.41,0.28,8.41,95.36
39,1595,79508,42947542,159,39.75,27.04,48,12.0,8.76,680,170.0,150.91,0.87,0.95,0.36,0.13,22.46,99.32
