id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,145,3143,1196830,57,14.25,17.86,66,16.5,13.82,70,17.5,23.0,0.98,0.98,0.45,0.52,7.14,112.13
1,157,1397,246025,49,12.25,13.18,57,14.25,9.6,68,17.0,20.69,0.98,0.98,0.55,0.5,14.09,118.88
2,173,3142,1580495,64,16.0,21.49,55,13.75,13.15,87,21.75,30.94,0.85,0.81,0.55,0.53,8.25,98.28
3,157,2980,1748421,66,22.0,26.06,53,17.67,12.66,93,31.0,38.22,0.98,0.98,0.61,0.58,13.15,118.32
4,139,778,138825,40,10.0,11.4,46,11.5,7.85,59,14.75,18.91,0.97,0.98,0.45,0.53,7.95,116.21
5,225,1265,547762,93,31.0,45.9,106,35.33,21.96,120,40.0,53.7,0.95,0.97,0.74,0.67,9.92,92.58
6,172,850,201072,57,14.25,16.09,74,18.5,12.82,80,20.0,21.8,0.95,0.98,0.45,0.58,7.42,116.42
7,211,1418,389242,78,19.5,27.09,73,18.25,16.28,108,27.0,37.44,0.9,0.92,0.57,0.55,7.87,141.06
8,147,1328,639718,53,13.25,15.92,47,11.75,7.89,82,20.5,25.79,0.98,0.99,0.58,0.66,9.06,118.08
9,175,12793,9890102,58,14.5,15.84,50,12.5,7.59,91,22.75,27.38,0.95,0.92,0.39,0.45,9.54,129.71
10,195,1966,345418,87,14.5,20.85,74,12.33,8.94,114,19.0,30.4,0.95,0.97,0.45,0.59,8.11,120.01
11,236,2300,936486,65,16.25,23.2,61,15.25,15.17,101,25.25,37.18,0.97,0.99,0.5,0.52,8.14,110.15
12,353,8929,3330086,86,21.5,30.36,84,21.0,20.18,146,36.5,53.92,0.68,0.66,0.44,0.49,11.07,116.06
13,338,22816,17484286,67,16.75,24.97,57,14.25,11.9,125,31.25,53.22,0.99,0.98,0.48,0.42,14.29,95.25
14,194,26924,29320438,67,13.4,20.51,59,11.8,16.98,104,20.8,36.49,0.82,0.82,0.39,0.35,10.68,115.24
15,195,2573,948524,67,22.33,24.38,51,17.0,13.0,101,33.67,43.02,0.81,0.77,0.4,0.51,7.51,115.55
16,370,4809,3101227,80,16.0,26.86,59,11.8,13.77,147,29.4,56.26,0.99,1.0,0.46,0.55,6.17,129.98
17,685,136167,157191222,88,29.33,42.25,57,19.0,16.46,257,85.67,138.04,1.0,1.0,0.48,0.53,15.9,106.41
18,1144,123192,104395371,90,22.5,30.52,56,14.0,11.22,325,81.25,147.22,0.8,0.8,0.61,0.8,13.4,108.23
19,1366,158607,57710078,105,26.25,45.21,55,13.75,18.98,432,108.0,208.01,0.74,0.74,0.73,0.73,6.57,103.54
