id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
0,96,129,5648,32,8.0,2.94,23,5.75,0.96,92,23.0,4.97,0.15,0.15,0.52,0.48,1.24,230.13
1,91,123,5048,32,8.0,3.56,20,5.0,1.15,90,22.5,5.74,0.16,0.16,0.45,0.45,2.97,220.83
2,132,178,7163,29,7.25,1.26,21,5.25,0.5,128,32.0,8.83,0.14,0.14,0.43,0.46,5.94,235.86
3,109,148,6016,23,5.75,2.5,20,5.0,2.45,101,25.25,6.99,0.15,0.16,0.44,0.41,8.54,237.33
4,102,166,7379,33,8.25,2.22,25,6.25,1.5,97,24.25,7.72,0.22,0.22,0.5,0.51,3.39,212.98
5,98,142,6033,29,7.25,3.3,24,6.0,3.74,95,23.75,7.5,0.18,0.18,0.5,0.51,5.21,219.27
6,85,116,4950,22,5.5,1.73,16,4.0,1.15,78,19.5,5.0,0.12,0.11,0.5,0.5,4.4,230.45
7,68,105,4372,27,6.75,1.71,19,4.75,1.71,65,16.25,3.77,0.24,0.25,0.55,0.56,8.29,225.92
8,67,108,5246,29,7.25,5.74,20,5.0,3.65,66,16.5,6.14,0.21,0.16,0.41,0.37,3.58,216.94
9,104,146,6189,26,6.5,3.7,24,6.0,4.32,97,24.25,8.85,0.14,0.15,0.5,0.47,7.79,237.46
10,111,166,7696,28,7.0,1.41,20,5.0,2.16,100,25.0,6.78,0.13,0.13,0.48,0.5,6.1,235.68
11,119,176,7664,30,7.5,3.32,20,5.0,1.63,114,28.5,8.7,0.11,0.1,0.49,0.52,7.01,235.4
12,109,185,8704,28,7.0,2.16,17,4.25,2.22,102,25.5,7.94,0.15,0.16,0.56,0.56,7.92,225.75
13,100,137,5672,20,5.0,2.45,13,3.25,1.89,95,23.75,3.95,0.07,0.08,0.58,0.59,7.89,238.66
14,93,259,13098,20,5.0,2.71,13,3.25,0.96,90,22.5,4.65,0.12,0.1,0.6,0.56,4.53,223.34
