timestamp,value,label,anomaly_type
2024-01-01 00:00:00,50.034193,0,
2024-01-01 00:05:00,52.912662,0,
2024-01-01 00:10:00,54.224721,0,
2024-01-01 00:15:00,53.732334,0,
2024-01-01 00:20:00,54.898183,0,
2024-01-01 00:25:00,55.268171,0,
2024-01-01 00:30:00,56.569726,0,
2024-01-01 00:35:00,55.739491,0,
2024-01-01 00:40:00,55.943038,0,
2024-01-01 00:45:00,52.395316,0,
2024-01-01 00:50:00,54.566549,0,
2024-01-01 00:55:00,51.456482,0,
2024-01-01 01:00:00,50.680378,0,
2024-01-01 01:05:00,48.310519,0,
2024-01-01 01:10:00,46.620901,0,
2024-01-01 01:15:00,46.220469,0,
2024-01-01 01:20:00,45.628361,0,
2024-01-01 01:25:00,44.001915,0,
2024-01-01 01:30:00,43.847214,0,
2024-01-01 01:35:00,44.890144,0,
2024-01-01 01:40:00,43.933507,0,
2024-01-01 01:45:00,44.242976,0,
2024-01-01 01:50:00,47.394982,0,
2024-01-01 01:55:00,47.776520,0,
2024-01-01 02:00:00,48.079659,0,
2024-01-01 02:05:00,50.738861,0,
2024-01-01 02:10:00,52.532402,0,
2024-01-01 02:15:00,53.049438,0,
2024-01-01 02:20:00,53.703689,0,
2024-01-01 02:25:00,55.832193,0,
2024-01-01 02:30:00,56.897249,0,
2024-01-01 02:35:00,55.562423,0,
2024-01-01 02:40:00,54.452556,0,
2024-01-01 02:45:00,54.627634,0,
2024-01-01 02:50:00,53.717236,0,
2024-01-01 02:55:00,51.252904,0,
2024-01-01 03:00:00,50.544668,0,
2024-01-01 03:05:00,49.489961,0,
2024-01-01 03:10:00,46.793044,0,
2024-01-01 03:15:00,44.943844,0,
2024-01-01 03:20:00,45.151498,0,
2024-01-01 03:25:00,44.451991,0,
2024-01-01 03:30:00,45.098813,0,
2024-01-01 03:35:00,42.919864,0,
2024-01-01 03:40:00,44.142235,0,
2024-01-01 03:45:00,44.919192,0,
2024-01-01 03:50:00,45.265985,0,
2024-01-01 03:55:00,48.573520,0,
2024-01-01 04:00:00,50.527804,0,
2024-01-01 04:05:00,50.814124,0,
2024-01-01 04:10:00,54.385647,0,
2024-01-01 04:15:00,55.064565,0,
2024-01-01 04:20:00,55.823529,0,
2024-01-01 04:25:00,56.197262,0,
2024-01-01 04:30:00,56.955670,0,
2024-01-01 04:35:00,54.463575,0,
2024-01-01 04:40:00,55.810082,0,
2024-01-01 04:45:00,54.845418,0,
